trial_id,final_abs_q,fixation_d_auc,fixation_d_peak,fixation_d_mean,stimulus_d_auc,stimulus_d_peak,stimulus_d_mean,delay_d_auc,delay_d_peak,delay_d_mean,response_d_auc,response_d_peak,response_d_mean,d_onset,d_peak_time,d_auc_total,fixation_m_auc,fixation_m_peak,fixation_m_mean,stimulus_m_auc,stimulus_m_peak,stimulus_m_mean,delay_m_auc,delay_m_peak,delay_m_mean,response_m_auc,response_m_peak,response_m_mean,m_onset,m_peak_time,m_auc_total,q_onset,q_peak_time,coherence,label,seq_len,difficulty
0,0.8455580472946167,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.025918060913681984,0.005532719194889069,0.0014413895551115274,0.5552196502685547,0.03679150342941284,0.024040160700678825,0.49586251378059387,0.03719383478164673,0.035358529537916183,30,55,1.1216967105865479,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.055487170815467834,0.009007232263684273,0.002999830525368452,0.47484123706817627,0.028572091832756996,0.02058897167444229,0.477558434009552,0.0378190279006958,0.034079186618328094,26,68,1.0464459657669067,35,68,-0.4000000059604645,-1.0,69.0,0.4000000059604645
1,1.5796903371810913,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.058729082345962524,0.014162078499794006,0.0032976747024804354,1.1240618228912354,0.06933426856994629,0.04862448573112488,0.9239911437034607,0.06963753700256348,0.06586308777332306,28,55,2.193107843399048,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.12400611490011215,0.019662829115986824,0.006692167371511459,0.9568673968315125,0.05217183753848076,0.041406262665987015,0.45090851187705994,0.05005155876278877,0.03221513330936432,22,52,1.6035635471343994,32,68,0.800000011920929,1.0,69.0,0.800000011920929
2,0.4006769359111786,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.010319672524929047,0.0015620458871126175,0.0005622032331302762,0.24362224340438843,0.017530113458633423,0.010558489710092545,0.23768086731433868,0.01781553030014038,0.016956515610218048,32,54,0.512694239616394,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.018101895228028297,0.003445629496127367,0.0009915264090523124,0.2103092223405838,0.013499020598828793,0.009125481359660625,0.23113124072551727,0.019126921892166138,0.01650950312614441,28,68,0.47695693373680115,38,68,-0.20000000298023224,-1.0,69.0,0.20000000298023224
3,0.4938291907310486,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.012067245319485664,0.001970237120985985,0.0006597866304218769,0.31190162897109985,0.02168327569961548,0.013504870235919952,0.2921406626701355,0.02197486162185669,0.020838825032114983,31,54,0.6418983936309814,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.022906064987182617,0.004613848868757486,0.0012609404511749744,0.2656555771827698,0.016672058030962944,0.011525276117026806,0.28225600719451904,0.023002132773399353,0.020155632868409157,27,68,0.5926945209503174,38,68,-0.20000000298023224,-1.0,69.0,0.20000000298023224
4,1.7674357891082764,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.06173324957489967,0.01414671540260315,0.0034474986605346203,1.2189280986785889,0.07485353946685791,0.052698612213134766,0.9648348689079285,0.0750051736831665,0.06880300492048264,28,54,2.3375117778778076,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.13995207846164703,0.022396227344870567,0.007557800505310297,1.0615689754486084,0.056731998920440674,0.045908451080322266,0.8657360076904297,0.06318493187427521,0.061722345650196075,23,65,2.147395610809326,33,68,-0.800000011920929,-1.0,69.0,0.800000011920929
5,0.6835361123085022,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.0201251357793808,0.003664247691631317,0.0011050313478335738,0.4191744327545166,0.0300123393535614,0.018178807571530342,0.4175584614276886,0.03071737289428711,0.029772751033306122,31,57,0.8926541805267334,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.03892487660050392,0.0060685561038553715,0.0020982488058507442,0.3688512444496155,0.02337147481739521,0.015998540446162224,0.39795729517936707,0.032144032418727875,0.02840578742325306,28,68,0.8359804749488831,37,68,-0.20000000298023224,-1.0,69.0,0.20000000298023224
6,0.9816610217094421,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.035526420921087265,0.009259134531021118,0.0020149678457528353,0.7124786376953125,0.043721139430999756,0.030825436115264893,0.5977349877357483,0.04442930221557617,0.04259394109249115,28,57,1.4012364149093628,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.07718099653720856,0.012394877150654793,0.004169212654232979,0.5924423933029175,0.03403114154934883,0.02567809820175171,0.4019034504890442,0.0336940698325634,0.028672970831394196,23,53,1.1184446811676025,32,67,0.4000000059604645,1.0,69.0,0.4000000059604645
7,1.3150228261947632,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.048077281564474106,0.012208402156829834,0.002716242568567395,0.9535699486732483,0.05802416801452637,0.04124271124601364,0.7767361402511597,0.058385491371154785,0.055361200124025345,28,56,1.8514000177383423,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.10495571792125702,0.01686188019812107,0.0056696245446801186,0.7978326678276062,0.044292960315942764,0.03455250337719917,0.4516071081161499,0.04319906607270241,0.032242920249700546,23,53,1.4158949851989746,32,68,0.6000000238418579,1.0,69.0,0.6000000238418579
8,0.8487333059310913,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.034093063324689865,0.008071616291999817,0.0019136120099574327,0.6084248423576355,0.03794318437576294,0.02633664757013321,0.5276368260383606,0.038950324058532715,0.037593670189380646,28,58,1.218515157699585,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.06765184551477432,0.01039733923971653,0.003642816562205553,0.5092954039573669,0.029779663309454918,0.02207971177995205,0.3688618242740631,0.029648613184690475,0.026308201253414154,23,53,0.986491322517395,32,67,0.4000000059604645,1.0,69.0,0.4000000059604645
9,0.27098938822746277,0.0013239174149930477,0.00026768818497657776,0.0001457761536585167,0.014782429672777653,0.0033707842230796814,0.0008305595256388187,0.21678563952445984,0.01233091950416565,0.009372328408062458,0.17658492922782898,0.012999743223190308,0.012570708990097046,27,59,0.42574816942214966,3.081653267145157e-05,9.800773113965988e-06,3.571691877368721e-06,0.026228755712509155,0.004067307338118553,0.0014134113444015384,0.1753421574831009,0.009927099570631981,0.007604827638715506,0.13171330094337463,0.01005910336971283,0.009379600174725056,22,56,0.34753161668777466,30,61,0.20000000298023224,1.0,69.0,0.20000000298023224
