experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
binary__additive__seed2,BinaryCategorizationTask,TwoRegionAdditiveRNN,"leaning (1,1)","leaning (0,1)",55.0,0.0,45.0,0.0,35.0,0.0,0.06,0.04
