trial_id,final_abs_q,cue_d_auc,cue_d_peak,stimulus_d_auc,stimulus_d_peak,delay_d_auc,delay_d_peak,response_d_auc,response_d_peak,d_onset,d_peak_time,d_peak_total,d_auc_total,cue_m_auc,cue_m_peak,stimulus_m_auc,stimulus_m_peak,delay_m_auc,delay_m_peak,response_m_auc,response_m_peak,m_onset,m_peak_time,m_peak_total,m_auc_total,q_onset,q_peak_time,coh1,coh2,context,label,seq_len,relevant_coh,irrelevant_coh,difficulty
10,0.4730471968650818,0.023534536361694336,0.006713904440402985,0.34766796231269836,0.022482961416244507,0.05965618044137955,0.013352885842323303,0.3010018467903137,0.022568821907043457,3,57,0.022568821907043457,0.7590808272361755,0.002896927297115326,0.0012335628271102905,0.14566273987293243,0.020353995263576508,0.3365913927555084,0.05327007547020912,2.3068654537200928,0.24122945964336395,33,57,0.24122945964336395,2.874157428741455,5,57,-0.15000000596046448,0.699999988079071,0.0,-1.0,58.0,-0.15000000596046448,0.699999988079071,0.15000000596046448
11,1.101388931274414,0.023534536361694336,0.006713904440402985,0.3462361991405487,0.033393144607543945,0.2985284924507141,0.03450325131416321,0.4069167375564575,0.03108036518096924,4,32,0.03450325131416321,1.147584319114685,0.002896927297115326,0.0012335628271102905,0.2560752034187317,0.02495495229959488,0.3204957842826843,0.04641827568411827,1.7554621696472168,0.1760605424642563,26,57,0.1760605424642563,2.4125075340270996,23,57,-0.5,-0.30000001192092896,0.0,-1.0,58.0,-0.5,-0.30000001192092896,0.5
12,1.2277475595474243,0.012846332043409348,0.0036499276757240295,0.5053987503051758,0.03999906778335571,0.359102338552475,0.042437970638275146,0.3992019295692444,0.03542017936706543,9,32,0.042437970638275146,1.3574879169464111,0.0019130129367113113,0.0009632334113121033,0.4078770875930786,0.04464232176542282,0.5497806072235107,0.07269277423620224,1.4118179082870483,0.1081622913479805,18,57,0.1081622913479805,2.4929723739624023,14,57,0.30000001192092896,0.5,1.0,1.0,58.0,0.5,0.30000001192092896,0.5
13,0.7837281227111816,0.012846332043409348,0.0036499276757240295,0.3343692719936371,0.04377979040145874,0.5125076174736023,0.0658220648765564,1.1142245531082153,0.07636725902557373,18,52,0.07636725902557373,2.0899484157562256,0.0019130129367113113,0.0009632334113121033,0.1335902363061905,0.00952136144042015,0.4000277817249298,0.0863627940416336,2.9294676780700684,0.2707253098487854,35,57,0.2707253098487854,3.5676167011260986,32,57,0.15000000596046448,-0.5,1.0,-1.0,58.0,-0.5,0.15000000596046448,0.5
14,1.148254156112671,0.023534536361694336,0.006713904440402985,0.5025029182434082,0.04970431327819824,0.5860105156898499,0.0734671950340271,1.1082417964935303,0.07640630006790161,8,46,0.07640630006790161,2.353454828262329,0.002896927297115326,0.0012335628271102905,0.050571221858263016,0.0058995820581912994,0.06557085365056992,0.008028009906411171,0.06194659322500229,0.012586809694766998,8,57,0.012586809694766998,0.19339047372341156,19,57,0.5,-0.30000001192092896,0.0,1.0,58.0,0.5,-0.30000001192092896,0.5
15,0.4354332983493805,0.012846332043409348,0.0036499276757240295,0.13159094750881195,0.021939724683761597,0.3573850691318512,0.05298757553100586,0.9617616534233093,0.06680253148078918,27,51,0.06680253148078918,1.5451819896697998,0.0019130129367113113,0.0009632334113121033,0.2166314572095871,0.015955019742250443,0.3618042469024658,0.08331488072872162,2.859558343887329,0.24979932606220245,35,57,0.24979932606220245,3.5347306728363037,9,57,0.5,-0.30000001192092896,1.0,-1.0,58.0,-0.30000001192092896,0.5,0.30000001192092896
16,0.9541545510292053,0.012846332043409348,0.0036499276757240295,0.11157441884279251,0.014195114374160767,0.1969137042760849,0.02752786874771118,0.5337413549423218,0.037918925285339355,8,54,0.037918925285339355,0.902491569519043,0.0019130129367113113,0.0009632334113121033,0.31790491938591003,0.04859168827533722,0.9285750389099121,0.15959058701992035,4.830692291259766,0.4571601152420044,31,57,0.4571601152420044,6.301727771759033,19,57,-0.5,0.5,1.0,1.0,58.0,0.5,-0.5,0.5
17,0.38858282566070557,0.012846332043409348,0.0036499276757240295,0.27583229541778564,0.020991668105125427,0.08261897414922714,0.01911930739879608,0.3708731234073639,0.03663444519042969,8,57,0.03663444519042969,0.769512414932251,0.0019130129367113113,0.0009632334113121033,0.17762596905231476,0.025763943791389465,0.527146577835083,0.09502245485782623,3.3794727325439453,0.3372373580932617,33,57,0.3372373580932617,4.217456817626953,8,57,-0.5,0.15000000596046448,1.0,1.0,58.0,0.15000000596046448,-0.5,0.15000000596046448
18,0.3437143564224243,0.012846332043409348,0.0036499276757240295,0.11797086149454117,0.017379045486450195,0.31527259945869446,0.048820704221725464,0.9084144830703735,0.06335476040840149,15,51,0.06335476040840149,1.4270963668823242,0.0019130129367113113,0.0009632334113121033,0.234769806265831,0.017152290791273117,0.33659136295318604,0.07896460592746735,2.720489263534546,0.23497198522090912,36,57,0.23497198522090912,3.384045124053955,7,57,0.5,-0.30000001192092896,1.0,-1.0,58.0,-0.30000001192092896,0.5,0.30000001192092896
19,0.6812944412231445,0.023534536361694336,0.006713904440402985,0.35474705696105957,0.031068265438079834,0.386485755443573,0.05122894048690796,0.8502504825592041,0.057926058769226074,7,51,0.057926058769226074,1.7062222957611084,0.002896927297115326,0.0012335628271102905,0.039903756231069565,0.0028303489089012146,0.0065828850492835045,0.0009749587625265121,0.09652194380760193,0.008043348789215088,6,52,0.008043348789215088,0.14821496605873108,5,57,0.15000000596046448,-0.30000001192092896,0.0,1.0,58.0,0.15000000596046448,-0.30000001192092896,0.15000000596046448
20,1.0482606887817383,0.023534536361694336,0.006713904440402985,0.20279745757579803,0.022315770387649536,0.2779524326324463,0.033713579177856445,0.46489259600639343,0.03404355049133301,4,43,0.03404355049133301,1.0338070392608643,0.002896927297115326,0.0012335628271102905,0.23808839917182922,0.031094111502170563,0.4844436049461365,0.07623881101608276,2.899369955062866,0.2915102243423462,31,57,0.2915102243423462,3.742030143737793,30,57,-0.5,0.5,0.0,-1.0,58.0,-0.5,0.5,0.5
21,0.5961730480194092,0.023534536361694336,0.006713904440402985,0.22616231441497803,0.021017804741859436,0.13315926492214203,0.021782398223876953,0.0589207261800766,0.007841110229492188,3,32,0.021782398223876953,0.47777020931243896,0.002896927297115326,0.0012335628271102905,0.17705048620700836,0.01562534272670746,0.1543261557817459,0.01741163618862629,0.5401147603988647,0.04639575630426407,16,57,0.04639575630426407,0.9101467728614807,4,57,-0.30000001192092896,-0.5,0.0,-1.0,58.0,-0.30000001192092896,-0.5,0.30000001192092896
22,1.275933027267456,0.023534536361694336,0.006713904440402985,0.6096839308738708,0.05809587240219116,0.6329528093338013,0.07737255096435547,1.1197035312652588,0.0786823034286499,9,44,0.0786823034286499,2.529850482940674,0.002896927297115326,0.0012335628271102905,0.0774335190653801,0.009441129863262177,0.08315194398164749,0.010607047006487846,0.12089575827121735,0.024603672325611115,22,57,0.024603672325611115,0.2997962236404419,19,57,0.5,-0.30000001192092896,0.0,1.0,58.0,0.5,-0.30000001192092896,0.5
23,1.3893646001815796,0.012846332043409348,0.0036499276757240295,0.5111202001571655,0.04431617259979248,0.416075736284256,0.04688054323196411,0.6190903782844543,0.04487133026123047,9,32,0.04688054323196411,1.6535558700561523,0.0019130129367113113,0.0009632334113121033,0.41846007108688354,0.04884381592273712,0.7348493337631226,0.11306168138980865,3.064976215362549,0.28732866048812866,26,57,0.28732866048812866,4.390752792358398,15,57,0.15000000596046448,0.699999988079071,1.0,1.0,58.0,0.699999988079071,0.15000000596046448,0.699999988079071
24,1.749836802482605,0.023534536361694336,0.006713904440402985,0.9638558626174927,0.08183985948562622,0.8178351521492004,0.09369850158691406,1.2993077039718628,0.09370303153991699,9,42,0.09370303153991699,3.2892441749572754,0.002896927297115326,0.0012335628271102905,0.1281316876411438,0.012659600004553795,0.10205313563346863,0.012906907126307487,0.04741055518388748,0.007926411926746368,8,33,0.012906907126307487,0.3015558421611786,17,57,0.699999988079071,0.15000000596046448,0.0,1.0,58.0,0.699999988079071,0.15000000596046448,0.699999988079071
25,0.10901866853237152,0.023534536361694336,0.006713904440402985,0.19562017917633057,0.01101171225309372,0.09850909560918808,0.011775314807891846,0.1805771291255951,0.012321889400482178,2,55,0.012321889400482178,0.5268775224685669,0.002896927297115326,0.0012335628271102905,0.094659224152565,0.009027861058712006,0.12435410171747208,0.0185822993516922,0.8419418334960938,0.07825729250907898,30,57,0.07825729250907898,1.0958452224731445,1,57,-0.15000000596046448,-0.15000000596046448,0.0,-1.0,58.0,-0.15000000596046448,-0.15000000596046448,0.15000000596046448
26,0.3847750425338745,0.012846332043409348,0.0036499276757240295,0.7218735814094543,0.05403417348861694,0.3956834375858307,0.05431407690048218,0.1647191047668457,0.02798938751220703,11,32,0.05431407690048218,1.3828527927398682,0.0019130129367113113,0.0009632334113121033,0.033808384090662,0.0022822432219982147,0.09546475857496262,0.024567894637584686,1.474928617477417,0.16279944777488708,39,57,0.16279944777488708,1.6364049911499023,7,39,-0.699999988079071,-0.30000001192092896,1.0,-1.0,58.0,-0.30000001192092896,-0.699999988079071,0.30000001192092896
27,1.188933253288269,0.012846332043409348,0.0036499276757240295,0.6190820932388306,0.06670871376991272,0.6896921396255493,0.08041000366210938,1.1353285312652588,0.08083152770996094,14,43,0.08083152770996094,2.6098008155822754,0.0019130129367113113,0.0009632334113121033,0.1269218772649765,0.023546971380710602,0.6371420621871948,0.11509465426206589,3.1161139011383057,0.24981702864170074,32,57,0.24981702864170074,4.032735347747803,26,57,0.15000000596046448,-0.699999988079071,1.0,-1.0,58.0,-0.699999988079071,0.15000000596046448,0.699999988079071
28,1.2754640579223633,0.023534536361694336,0.006713904440402985,0.5176353454589844,0.04322981834411621,0.376289427280426,0.045178771018981934,0.4704585075378418,0.03740561008453369,5,32,0.045178771018981934,1.477074384689331,0.002896927297115326,0.0012335628271102905,0.3013802170753479,0.027981527149677277,0.33166342973709106,0.045498404651880264,1.628679871559143,0.16303667426109314,23,57,0.16303667426109314,2.343618392944336,21,57,-0.5,-0.5,0.0,-1.0,58.0,-0.5,-0.5,0.5
29,0.6606786251068115,0.023534536361694336,0.006713904440402985,0.27793118357658386,0.01669873297214508,0.1233486533164978,0.020595520734786987,0.372954785823822,0.025724947452545166,3,51,0.025724947452545166,0.8288930654525757,0.002896927297115326,0.0012335628271102905,0.1545996367931366,0.022303946316242218,0.3612802028656006,0.05705532804131508,2.445131778717041,0.2555878758430481,33,57,0.2555878758430481,3.0520710945129395,6,57,-0.30000001192092896,0.699999988079071,0.0,-1.0,58.0,-0.30000001192092896,0.699999988079071,0.30000001192092896
30,1.806071400642395,0.023534536361694336,0.006713904440402985,1.0576093196868896,0.0882796049118042,0.8435985445976257,0.09457457065582275,1.2761423587799072,0.09362161159515381,9,39,0.09457457065582275,3.3917946815490723,0.002896927297115326,0.0012335628271102905,0.15231308341026306,0.014598138630390167,0.10972291976213455,0.014585115015506744,0.05496186390519142,0.00882776826620102,8,31,0.014598138630390167,0.3428700566291809,16,57,0.699999988079071,0.30000001192092896,0.0,1.0,58.0,0.699999988079071,0.30000001192092896,0.699999988079071
31,1.7466882467269897,0.023534536361694336,0.006713904440402985,1.0145626068115234,0.08323872089385986,0.8151653409004211,0.09227120876312256,1.2662400007247925,0.09195864200592041,9,40,0.09227120876312256,3.3038220405578613,0.002896927297115326,0.0012335628271102905,0.14071965217590332,0.013309687376022339,0.10115528106689453,0.013326805084943771,0.054070845246315,0.008862115442752838,8,32,0.013326805084943771,0.31993281841278076,16,57,0.699999988079071,0.15000000596046448,0.0,1.0,58.0,0.699999988079071,0.15000000596046448,0.699999988079071
32,1.1773290634155273,0.012846332043409348,0.0036499276757240295,0.9664261937141418,0.08560919761657715,0.7193849086761475,0.08714079856872559,0.706437349319458,0.0676802396774292,12,32,0.08714079856872559,2.564323663711548,0.0019130129367113113,0.0009632334113121033,0.11509700119495392,0.019674811512231827,0.31652310490608215,0.047247134149074554,0.6455613374710083,0.05007884278893471,24,45,0.05007884278893471,1.1492348909378052,20,47,-0.699999988079071,-0.699999988079071,1.0,-1.0,58.0,-0.699999988079071,-0.699999988079071,0.699999988079071
33,1.802707314491272,0.023534536361694336,0.006713904440402985,0.9430787563323975,0.0835646390914917,0.8490757346153259,0.09741902351379395,1.3312456607818604,0.09735655784606934,9,41,0.09741902351379395,3.3374760150909424,0.002896927297115326,0.0012335628271102905,0.1342460662126541,0.014556970447301865,0.12831449508666992,0.015604980289936066,0.0805480033159256,0.011578746140003204,8,34,0.015604980289936066,0.37195542454719543,17,57,0.699999988079071,0.15000000596046448,0.0,1.0,58.0,0.699999988079071,0.15000000596046448,0.699999988079071
34,1.5193617343902588,0.012846332043409348,0.0036499276757240295,0.7010534405708313,0.055562376976013184,0.48116379976272583,0.056880950927734375,0.56855309009552,0.04777789115905762,9,32,0.056880950927734375,1.872035026550293,0.0019130129367113113,0.0009632334113121033,0.47893810272216797,0.053286947309970856,0.6845426559448242,0.09450192749500275,2.093933582305908,0.1795680820941925,20,57,0.1795680820941925,3.4128899574279785,15,57,0.30000001192092896,0.699999988079071,1.0,1.0,58.0,0.699999988079071,0.30000001192092896,0.699999988079071
35,0.47443336248397827,0.023534536361694336,0.006713904440402985,0.13838490843772888,0.016445986926555634,0.28218430280685425,0.04252898693084717,0.7648241519927979,0.05289018154144287,6,53,0.05289018154144287,1.276841163635254,0.002896927297115326,0.0012335628271102905,0.06610704213380814,0.0036551542580127716,0.02656097710132599,0.007880871184170246,0.2934006452560425,0.03845936805009842,39,57,0.03845936805009842,0.3999496400356293,3,57,0.15000000596046448,-0.699999988079071,0.0,1.0,58.0,0.15000000596046448,-0.699999988079071,0.15000000596046448
36,0.5313497185707092,0.023534536361694336,0.006713904440402985,0.1721605658531189,0.014462679624557495,0.08573973178863525,0.01439887285232544,0.03512454032897949,0.004563510417938232,2,29,0.014462679624557495,0.34276083111763,0.002896927297115326,0.0012335628271102905,0.19738300144672394,0.016437657177448273,0.18650846183300018,0.02472865581512451,0.9428812265396118,0.08786006271839142,20,57,0.08786006271839142,1.3750905990600586,3,57,-0.15000000596046448,-0.30000001192092896,0.0,-1.0,58.0,-0.15000000596046448,-0.30000001192092896,0.15000000596046448
37,1.311353325843811,0.012846332043409348,0.0036499276757240295,1.013609766960144,0.08650290966033936,0.7528311610221863,0.08902561664581299,0.84694504737854,0.07385444641113281,11,32,0.08902561664581299,2.7927753925323486,0.0019130129367113113,0.0009632334113121033,0.1451697200536728,0.026293110102415085,0.4388812482357025,0.06735074520111084,1.2396036386489868,0.08719268441200256,25,50,0.08719268441200256,1.9243196249008179,19,50,-0.699999988079071,-0.699999988079071,1.0,-1.0,58.0,-0.699999988079071,-0.699999988079071,0.699999988079071
38,0.39805981516838074,0.012846332043409348,0.0036499276757240295,0.3654122054576874,0.022551119327545166,0.08915179967880249,0.022043347358703613,0.6238517165184021,0.06309843063354492,10,57,0.06309843063354492,1.127779483795166,0.0019130129367113113,0.0009632334113121033,0.34114062786102295,0.025476835668087006,0.12927979230880737,0.03625663369894028,2.2900328636169434,0.25078630447387695,27,57,0.25078630447387695,2.8274526596069336,7,40,0.699999988079071,0.15000000596046448,1.0,1.0,58.0,0.15000000596046448,0.699999988079071,0.15000000596046448
39,0.12038789689540863,0.012846332043409348,0.0036499276757240295,0.4824889898300171,0.03873683512210846,0.28829073905944824,0.03947873413562775,0.13228443264961243,0.019771456718444824,8,32,0.03947873413562775,0.9800259470939636,0.0019130129367113113,0.0009632334113121033,0.08319993317127228,0.006440557539463043,0.14068125188350677,0.027659349143505096,1.379199504852295,0.15010139346122742,37,57,0.15010139346122742,1.6439765691757202,4,38,-0.5,-0.15000000596046448,1.0,-1.0,58.0,-0.15000000596046448,-0.5,0.15000000596046448
40,0.014892570674419403,0.012846332043409348,0.0036499276757240295,0.3404919505119324,0.028778716921806335,0.21831005811691284,0.02854526787996292,0.09691949933767319,0.01674175262451172,6,31,0.028778716921806335,0.7187146544456482,0.0019130129367113113,0.0009632334113121033,0.13441628217697144,0.01171056181192398,0.15822380781173706,0.023837454617023468,0.8910622596740723,0.09074317663908005,28,57,0.09074317663908005,1.224594235420227,2,57,-0.30000001192092896,-0.15000000596046448,1.0,-1.0,58.0,-0.15000000596046448,-0.30000001192092896,0.15000000596046448
41,0.7076147794723511,0.023534536361694336,0.006713904440402985,0.164737731218338,0.010122954845428467,0.1404358148574829,0.01971462368965149,0.3311437666416168,0.02257978916168213,3,49,0.02257978916168213,0.6961802840232849,0.002896927297115326,0.0012335628271102905,0.1674591600894928,0.020855240523815155,0.3402058184146881,0.054566044360399246,2.2301111221313477,0.22724370658397675,32,57,0.22724370658397675,2.8242897987365723,6,57,-0.30000001192092896,0.30000001192092896,0.0,-1.0,58.0,-0.30000001192092896,0.30000001192092896,0.30000001192092896
42,0.9228084683418274,0.023534536361694336,0.006713904440402985,0.33806127309799194,0.03863288462162018,0.4884534180164337,0.0641711950302124,1.0051699876785278,0.06885969638824463,8,47,0.06885969638824463,1.9674962759017944,0.002896927297115326,0.0012335628271102905,0.04280844330787659,0.0032554417848587036,0.038333240896463394,0.005268553271889687,0.13654711842536926,0.02601075917482376,12,57,0.02601075917482376,0.22623665630817413,7,57,0.30000001192092896,-0.5,0.0,1.0,58.0,0.30000001192092896,-0.5,0.30000001192092896
43,0.6868942975997925,0.023534536361694336,0.006713904440402985,0.2256835699081421,0.015621863305568695,0.13768687844276428,0.020682185888290405,0.35918667912483215,0.024586260318756104,3,51,0.024586260318756104,0.7811377048492432,0.002896927297115326,0.0012335628271102905,0.17106018960475922,0.022630877792835236,0.3705752491950989,0.059249717742204666,2.4466447830200195,0.2515191435813904,32,57,0.2515191435813904,3.0818819999694824,6,57,-0.30000001192092896,0.5,0.0,-1.0,58.0,-0.30000001192092896,0.5,0.30000001192092896
44,1.2646552324295044,0.012846332043409348,0.0036499276757240295,0.375129371881485,0.03375902771949768,0.3364998698234558,0.03876233100891113,0.5987578630447388,0.04079544544219971,9,48,0.04079544544219971,1.4008994102478027,0.0019130129367113113,0.0009632334113121033,0.39591050148010254,0.05652819573879242,0.9930611252784729,0.16458620131015778,4.736183166503906,0.4441763162612915,30,57,0.4441763162612915,6.361931800842285,17,57,-0.15000000596046448,0.699999988079071,1.0,1.0,58.0,0.699999988079071,-0.15000000596046448,0.699999988079071
45,1.5632967948913574,0.023534536361694336,0.006713904440402985,0.7148092985153198,0.061611294746398926,0.5125378370285034,0.06210201978683472,0.6061360239982605,0.04990839958190918,7,32,0.06210201978683472,1.9766247272491455,0.002896927297115326,0.0012335628271102905,0.34705090522766113,0.03287150710821152,0.35862383246421814,0.045031290501356125,1.417611837387085,0.14159801602363586,20,57,0.14159801602363586,2.2086288928985596,20,57,-0.699999988079071,-0.699999988079071,0.0,-1.0,58.0,-0.699999988079071,-0.699999988079071,0.699999988079071
46,1.4261150360107422,0.023534536361694336,0.006713904440402985,0.9273216724395752,0.07127881050109863,0.6853494048118591,0.07705366611480713,1.0702542066574097,0.07668483257293701,8,39,0.07705366611480713,2.8631091117858887,0.002896927297115326,0.0012335628271102905,0.11338520795106888,0.00918048620223999,0.04689876735210419,0.008314575999975204,0.1861482411623001,0.016474269330501556,9,56,0.016474269330501556,0.3605524003505707,14,57,0.5,0.30000001192092896,0.0,1.0,58.0,0.5,0.30000001192092896,0.5
47,0.752430260181427,0.012846332043409348,0.0036499276757240295,0.04902685433626175,0.005265660583972931,0.09592577069997787,0.018010228872299194,0.4418935775756836,0.0343172550201416,7,57,0.0343172550201416,0.6250956058502197,0.0019130129367113113,0.0009632334113121033,0.29044216871261597,0.04668174684047699,0.9096805453300476,0.15728993713855743,4.818560600280762,0.45690709352493286,31,57,0.45690709352493286,6.2392258644104,18,57,-0.699999988079071,0.5,1.0,1.0,58.0,0.5,-0.699999988079071,0.5
48,0.3312635123729706,0.023534536361694336,0.006713904440402985,0.12862306833267212,0.01046532392501831,0.03518374264240265,0.009501159191131592,0.2048678696155548,0.019107431173324585,2,57,0.019107431173324585,0.4148980975151062,0.002896927297115326,0.0012335628271102905,0.1669062376022339,0.012509390711784363,0.12296776473522186,0.013914335519075394,0.48107731342315674,0.03969805687665939,13,56,0.03969805687665939,0.803246021270752,2,55,-0.15000000596046448,-0.5,0.0,-1.0,58.0,-0.15000000596046448,-0.5,0.15000000596046448
49,1.4039808511734009,0.012846332043409348,0.0036499276757240295,0.8031750321388245,0.08002853393554688,0.7762155532836914,0.08734190464019775,1.1984624862670898,0.08665323257446289,14,39,0.08734190464019775,2.962944507598877,0.0019130129367113113,0.0009632334113121033,0.1372653692960739,0.02856457233428955,0.6562249660491943,0.1143297329545021,3.0055787563323975,0.24357135593891144,31,57,0.24357135593891144,3.95499849319458,23,57,-0.15000000596046448,-0.699999988079071,1.0,-1.0,58.0,-0.699999988079071,-0.15000000596046448,0.699999988079071
50,0.3432760238647461,0.012846332043409348,0.0036499276757240295,0.19784343242645264,0.02327343076467514,0.30397287011146545,0.04249443858861923,0.8476435542106628,0.06475287675857544,19,57,0.06475287675857544,1.4338701963424683,0.0019130129367113113,0.0009632334113121033,0.16117964684963226,0.010859351605176926,0.20872879028320312,0.05467263609170914,2.2219622135162354,0.22507204115390778,37,57,0.22507204115390778,2.6570987701416016,6,57,0.15000000596046448,-0.15000000596046448,1.0,-1.0,58.0,-0.15000000596046448,0.15000000596046448,0.15000000596046448
51,0.24177393317222595,0.012846332043409348,0.0036499276757240295,0.6389451622962952,0.05152273178100586,0.3482277989387512,0.05024689435958862,0.17620420455932617,0.022798985242843628,13,31,0.05152273178100586,1.2539896965026855,0.0019130129367113113,0.0009632334113121033,0.04204302281141281,0.004872426390647888,0.18793001770973206,0.04167363792657852,2.1034231185913086,0.22716541588306427,38,57,0.22716541588306427,2.3889660835266113,6,38,-0.699999988079071,-0.30000001192092896,1.0,-1.0,58.0,-0.30000001192092896,-0.699999988079071,0.30000001192092896
