trial_id,mode,mode_name,label,signal_strength,final_q_coupled,final_q_decoupled
121,0,integrate,-1.0,-0.43396673,-0.98932856,-0.060420394
122,0,integrate,-1.0,-0.38782838,-0.9196546,-0.060420394
123,1,memory,-1.0,-0.17557056,-0.9373253,-0.072076686
124,1,memory,-1.0,-0.050216127,-0.48416415,-0.072076686
125,2,transient,1.0,0.0009909421,0.5359485,0.006933025
126,1,memory,-1.0,-0.0269736,-0.100165,-0.072076686
127,2,transient,-1.0,-0.111164995,-0.5378023,0.006933025
128,1,memory,1.0,0.15807639,1.0197221,-0.072076686
129,1,memory,-1.0,-0.045042977,-0.40997314,-0.072076686
130,1,memory,1.0,0.14298557,1.0377424,-0.072076686
131,1,memory,1.0,-0.00509604,0.4857816,-0.072076686
132,2,transient,-1.0,-0.31440893,-0.39394352,0.006933025
133,0,integrate,-1.0,-0.291006,-0.7820667,-0.060420394
134,0,integrate,-1.0,-0.566426,-1.1330956,-0.060420394
135,0,integrate,-1.0,-0.3179205,-0.8289528,-0.060420394
136,1,memory,-1.0,-0.13462888,-0.8408779,-0.072076686
137,1,memory,1.0,0.07700106,0.877329,-0.072076686
138,2,transient,1.0,0.44026983,0.39670962,0.006933025
139,1,memory,-1.0,-0.124524586,-0.7375834,-0.072076686
140,1,memory,-1.0,-0.07719431,-0.60927284,-0.072076686
141,1,memory,1.0,0.14071478,0.98382175,-0.072076686
142,2,transient,-1.0,-0.4277024,-0.6046008,0.006933025
143,2,transient,-1.0,0.13070461,-0.23522857,0.006933025
144,2,transient,-1.0,-0.1472631,-0.6401086,0.006933025
145,2,transient,-1.0,0.11068243,-0.25906992,0.006933025
146,2,transient,-1.0,-0.28124586,-0.29756922,0.006933025
147,0,integrate,-1.0,-0.60085636,-1.1627858,-0.060420394
148,1,memory,1.0,0.06967121,0.8645865,-0.072076686
149,2,transient,-1.0,-0.4435931,-0.6837767,0.006933025
150,0,integrate,-1.0,-0.13218671,-0.35755363,-0.060420394
151,0,integrate,-1.0,-0.3186399,-0.8330357,-0.060420394
152,1,memory,1.0,0.011561493,0.58694285,-0.072076686
153,0,integrate,1.0,0.602367,0.96658546,-0.060420394
154,2,transient,-1.0,-0.60961205,-0.9101269,0.006933025
155,0,integrate,1.0,0.36626795,0.93569195,-0.060420394
156,0,integrate,-1.0,-0.13181306,-0.41715726,-0.060420394
157,1,memory,1.0,0.09056123,0.8965566,-0.072076686
158,1,memory,-1.0,-0.05814897,-0.6177218,-0.072076686
159,0,integrate,1.0,0.09733171,0.6884377,-0.060420394
160,1,memory,1.0,0.089639716,0.9015274,-0.072076686
161,2,transient,1.0,0.46120682,0.4094798,0.006933025
162,0,integrate,1.0,0.11549816,0.7446555,-0.060420394
163,0,integrate,1.0,0.7132764,1.0363957,-0.060420394
164,0,integrate,-1.0,-0.6280544,-1.1999298,-0.060420394
165,2,transient,-1.0,-0.4493154,-0.6316676,0.006933025
166,1,memory,1.0,0.1184353,0.969091,-0.072076686
167,0,integrate,-1.0,-0.32316992,-0.83394,-0.060420394
168,1,memory,1.0,0.10646984,0.9635556,-0.072076686
169,1,memory,1.0,0.0705258,0.8606378,-0.072076686
170,2,transient,-1.0,0.17631412,-0.16611949,0.006933025
171,1,memory,1.0,0.05189304,0.8219973,-0.072076686
172,0,integrate,1.0,0.49776515,0.9372379,-0.060420394
173,1,memory,1.0,-0.006624326,0.5876659,-0.072076686
174,2,transient,1.0,0.18910837,0.50456375,0.006933025
175,2,transient,-1.0,-0.47055534,-0.73461,0.006933025
176,1,memory,1.0,0.100782424,0.92637837,-0.072076686
177,1,memory,-1.0,-0.04333082,-0.45177644,-0.072076686
178,0,integrate,1.0,0.31154326,0.8717476,-0.060420394
179,0,integrate,-1.0,-0.6563721,-1.221107,-0.060420394
180,0,integrate,-1.0,-0.19993526,-0.59932226,-0.060420394
181,1,memory,1.0,0.03618055,0.7652971,-0.072076686
182,0,integrate,1.0,0.6245502,0.98405737,-0.060420394
183,2,transient,1.0,0.4073138,0.24604341,0.006933025
184,2,transient,-1.0,-0.028637158,-0.54264486,0.006933025
185,2,transient,-1.0,-2.16191e-06,-0.3496987,0.006933025
186,1,memory,1.0,0.11201327,0.9024996,-0.072076686
187,1,memory,-1.0,-0.12584989,-0.8226087,-0.072076686
188,1,memory,1.0,0.07396271,0.86421096,-0.072076686
189,0,integrate,-1.0,-0.5636128,-1.1212742,-0.060420394
190,0,integrate,-1.0,-0.48225883,-1.0515152,-0.060420394
191,1,memory,-1.0,-0.16071622,-0.88629615,-0.072076686
192,2,transient,1.0,0.39661384,0.38253096,0.006933025
193,1,memory,1.0,0.21831888,1.0880737,-0.072076686
194,0,integrate,1.0,0.62115943,0.9568853,-0.060420394
195,0,integrate,1.0,0.5499942,0.95980394,-0.060420394
196,1,memory,1.0,0.05540173,0.8193092,-0.072076686
197,1,memory,1.0,0.11128864,0.97382116,-0.072076686
198,2,transient,-1.0,-0.40045226,-0.5356169,0.006933025
199,0,integrate,-1.0,-0.16493842,-0.5023101,-0.060420394
200,0,integrate,1.0,0.31064624,0.8494228,-0.060420394
201,0,integrate,-1.0,-0.4838448,-1.0466205,-0.060420394
202,2,transient,1.0,0.59799296,0.49733374,0.006933025
203,0,integrate,1.0,0.28489342,0.89020944,-0.060420394
204,2,transient,-1.0,0.11534356,-0.2695221,0.006933025
205,0,integrate,1.0,0.08692586,0.6577508,-0.060420394
206,0,integrate,1.0,0.66451967,0.9960834,-0.060420394
207,1,memory,-1.0,-0.07422141,-0.53108186,-0.072076686
208,2,transient,-1.0,-0.48973915,-0.7616536,0.006933025
209,2,transient,1.0,0.4244819,0.24460228,0.006933025
210,0,integrate,-1.0,-0.5169196,-1.0945562,-0.060420394
211,1,memory,-1.0,-0.14366826,-0.7805352,-0.072076686
212,2,transient,1.0,0.44105783,0.26855138,0.006933025
213,1,memory,1.0,0.0425406,0.79467905,-0.072076686
214,1,memory,-1.0,-0.114324845,-0.7246211,-0.072076686
215,1,memory,1.0,0.10149375,0.9395838,-0.072076686
216,1,memory,-1.0,-0.12718236,-0.8122906,-0.072076686
217,1,memory,-1.0,-0.030992297,-0.40248558,-0.072076686
218,2,transient,1.0,0.63984746,0.5262951,0.006933025
219,2,transient,-1.0,-0.3314863,-0.41100398,0.006933025
220,0,integrate,1.0,0.60138375,0.980313,-0.060420394
221,0,integrate,-1.0,-0.58843523,-1.15584,-0.060420394
222,2,transient,1.0,0.46584606,0.4630821,0.006933025
223,2,transient,-1.0,-0.26623914,-0.24027877,0.006933025
224,0,integrate,1.0,0.43323064,0.8248781,-0.060420394
225,2,transient,1.0,0.4619256,0.28289428,0.006933025
226,1,memory,-1.0,-0.09848722,-0.5569202,-0.072076686
227,0,integrate,1.0,0.18608691,0.763794,-0.060420394
228,2,transient,-1.0,0.15839314,-0.19079304,0.006933025
229,1,memory,1.0,0.13681911,0.9585348,-0.072076686
230,0,integrate,1.0,0.48994446,1.0032344,-0.060420394
231,0,integrate,-1.0,-0.62478954,-1.1829073,-0.060420394
232,0,integrate,1.0,0.22026598,0.7093187,-0.060420394
233,0,integrate,1.0,0.48539975,0.94222015,-0.060420394
234,2,transient,-1.0,-0.0143359555,-0.3706886,0.006933025
235,2,transient,-1.0,-0.00961415,-0.5217739,0.006933025
236,1,memory,1.0,0.16892241,0.9416271,-0.072076686
237,2,transient,1.0,0.58740157,0.48822334,0.006933025
238,0,integrate,-1.0,-0.53334266,-1.1019548,-0.060420394
239,0,integrate,-1.0,-0.2982204,-0.80494004,-0.060420394
240,1,memory,1.0,0.036583338,0.7537489,-0.072076686
241,0,integrate,1.0,0.4641278,0.9943711,-0.060420394
242,2,transient,-1.0,-0.13487743,-0.6166856,0.006933025
243,2,transient,-1.0,-0.105875514,-0.54947513,0.006933025
244,1,memory,-1.0,-0.19740884,-0.9708749,-0.072076686
245,2,transient,1.0,0.18447329,0.49794754,0.006933025
246,2,transient,-1.0,-0.4422754,-0.6879864,0.006933025
247,1,memory,-1.0,-0.10348163,-0.6852314,-0.072076686
248,1,memory,1.0,0.08110774,0.87803775,-0.072076686
249,1,memory,1.0,0.11342567,0.98448795,-0.072076686
250,0,integrate,1.0,0.4900771,0.99755716,-0.060420394
251,1,memory,-1.0,-0.037826452,-0.48388916,-0.072076686
252,2,transient,1.0,-0.0482697,0.42043936,0.006933025
253,1,memory,-1.0,-0.028469497,-0.2693331,-0.072076686
254,2,transient,1.0,0.6085178,0.5049714,0.006933025
255,0,integrate,-1.0,-0.20246004,-0.6129468,-0.060420394
