trial_id,final_abs_q,cue_d_auc,cue_d_peak,signal_d_auc,signal_d_peak,delay_d_auc,delay_d_peak,response_d_auc,response_d_peak,d_onset,d_peak_time,d_peak_total,d_auc_total,cue_m_auc,cue_m_peak,signal_m_auc,signal_m_peak,delay_m_auc,delay_m_peak,response_m_auc,response_m_peak,m_onset,m_peak_time,m_peak_total,m_auc_total,q_onset,q_peak_time,mode,label,seq_len,mode_name
12,0.6012963652610779,0.005149673670530319,0.0022043734788894653,0.49835777282714844,0.03385728597640991,0.2692203223705292,0.024745643138885498,0.7226828932762146,0.06036806106567383,13,67,0.06036806106567383,1.5493462085723877,0.0022554099559783936,0.0009792149066925049,0.09513413906097412,0.009388484060764313,0.29557761549949646,0.05201201140880585,1.59805428981781,0.1324966847896576,44,66,0.1324966847896576,2.0569169521331787,5,67,2.0,1.0,68.0,transient
13,0.6454681754112244,0.005149673670530319,0.0022043734788894653,0.7182888984680176,0.0730193555355072,1.3465934991836548,0.08230835199356079,0.39189621806144714,0.04230856895446777,14,37,0.08230835199356079,2.5829732418060303,0.0022554099559783936,0.0009792149066925049,0.1263228952884674,0.018391333520412445,0.4102649986743927,0.05033962428569794,2.4881603717803955,0.24707543849945068,35,67,0.24707543849945068,3.104628562927246,5,46,2.0,-1.0,68.0,transient
14,1.0401256084442139,0.034267935901880264,0.008640706539154053,0.8290011882781982,0.08566021919250488,1.4914166927337646,0.0918923020362854,0.5301609635353088,0.05075216293334961,8,36,0.0918923020362854,3.0328330993652344,0.0007275715470314026,0.0004215240478515625,0.18771055340766907,0.017372118309140205,0.3593769669532776,0.05382706597447395,2.5929195880889893,0.2613266110420227,48,67,0.2613266110420227,3.220296621322632,5,46,0.0,-1.0,68.0,integrate
15,0.33722031116485596,0.005149673670530319,0.0022043734788894653,0.36165520548820496,0.04360169172286987,0.9693488478660583,0.05696496367454529,0.19488433003425598,0.03129255771636963,17,40,0.05696496367454529,1.6116714477539062,0.0022554099559783936,0.0009792149066925049,0.06977535784244537,0.011623047292232513,0.395984023809433,0.028320036828517914,1.6295948028564453,0.2176383137702942,37,67,0.2176383137702942,2.116838216781616,3,48,2.0,-1.0,68.0,transient
16,0.4525264799594879,0.005149673670530319,0.0022043734788894653,0.6431903839111328,0.04039129614830017,0.36033377051353455,0.04125342518091202,0.7710188627243042,0.053750038146972656,9,62,0.053750038146972656,1.8525032997131348,0.0022554099559783936,0.0009792149066925049,0.1320113092660904,0.009378492832183838,1.3736525774002075,0.18636146187782288,4.29018497467041,0.3661518692970276,39,67,0.3661518692970276,5.992793560028076,4,67,2.0,-1.0,68.0,transient
17,0.4360487461090088,0.005149673670530319,0.0022043734788894653,0.6231526732444763,0.06179332733154297,0.8338237404823303,0.06506788730621338,0.329248309135437,0.03730137646198273,11,34,0.06506788730621338,1.8596316576004028,0.0022554099559783936,0.0009792149066925049,0.11744424700737,0.008090339601039886,0.8473424911499023,0.14646953344345093,3.7960336208343506,0.34817081689834595,43,67,0.34817081689834595,4.923491954803467,5,43,2.0,1.0,68.0,transient
18,1.021451473236084,0.034267935901880264,0.008640706539154053,0.7484008073806763,0.07734400033950806,1.6320240497589111,0.09710311889648438,0.30278298258781433,0.05157136917114258,10,39,0.09710311889648438,2.8604705333709717,0.0007275715470314026,0.0004215240478515625,0.06849575787782669,0.009308895096182823,0.46955543756484985,0.09167050570249557,2.688528299331665,0.2724836766719818,45,67,0.2724836766719818,3.333216428756714,6,48,0.0,1.0,68.0,integrate
19,0.6302736401557922,0.005149673670530319,0.0022043734788894653,0.4678105115890503,0.05853301286697388,1.2937952280044556,0.07572615146636963,0.33118027448654175,0.0452694296836853,16,40,0.07572615146636963,2.208169460296631,0.0022554099559783936,0.0009792149066925049,0.08214360475540161,0.01429007202386856,0.44498327374458313,0.03299179673194885,1.9657669067382812,0.23625528812408447,36,67,0.23625528812408447,2.5280251502990723,5,48,2.0,-1.0,68.0,transient
20,1.1341660022735596,0.034267935901880264,0.008640706539154053,0.9089117050170898,0.0936884880065918,1.5877559185028076,0.1001962423324585,0.5649020075798035,0.05293536186218262,14,35,0.1001962423324585,3.2546706199645996,0.0007275715470314026,0.0004215240478515625,0.20543432235717773,0.019501661881804466,0.4039885699748993,0.0568036325275898,2.6908047199249268,0.2670193910598755,48,67,0.2670193910598755,3.3863162994384766,5,45,0.0,-1.0,68.0,integrate
21,0.5430813431739807,0.005149673670530319,0.0022043734788894653,0.16734372079372406,0.015137314796447754,0.3107946515083313,0.026588767766952515,0.2789020240306854,0.02664622664451599,8,52,0.02664622664451599,0.7930426001548767,0.0022554099559783936,0.0009792149066925049,0.04372300207614899,0.0035806000232696533,0.10506371408700943,0.01632484793663025,0.9874882698059082,0.14474159479141235,51,67,0.14474159479141235,1.1605985164642334,3,62,2.0,1.0,68.0,transient
22,0.6374577879905701,0.034267935901880264,0.008640706539154053,0.33459725975990295,0.03993332386016846,0.9309468269348145,0.05221956968307495,0.44860178232192993,0.04285234212875366,4,42,0.05221956968307495,1.8419731855392456,0.0007275715470314026,0.0004215240478515625,0.0924789160490036,0.005987228825688362,0.11868096888065338,0.020220106467604637,1.3351540565490723,0.15561820566654205,50,67,0.15561820566654205,1.5771172046661377,2,53,0.0,-1.0,68.0,integrate
23,0.24991390109062195,0.005149673670530319,0.0022043734788894653,0.6484890580177307,0.0411359965801239,0.35618212819099426,0.03530728816986084,0.6768836975097656,0.04937848448753357,9,65,0.04937848448753357,1.7576172351837158,0.0022554099559783936,0.0009792149066925049,0.13124150037765503,0.009051129221916199,1.268130898475647,0.1796567291021347,4.223316192626953,0.3658333420753479,40,67,0.3658333420753479,5.813285827636719,3,35,2.0,-1.0,68.0,transient
24,0.992311954498291,0.034267935901880264,0.008640706539154053,0.6084136962890625,0.06365829706192017,1.5179600715637207,0.08833962678909302,0.3484925627708435,0.05662894248962402,8,41,0.08833962678909302,2.643106698989868,0.0007275715470314026,0.0004215240478515625,0.052899617701768875,0.007702132686972618,0.3363809883594513,0.0687493160367012,2.3185267448425293,0.24992254376411438,47,67,0.24992254376411438,2.789630174636841,5,50,0.0,1.0,68.0,integrate
25,0.8736257553100586,0.005149673670530319,0.0022043734788894653,0.7057638764381409,0.08015933632850647,1.578537106513977,0.09501707553863525,0.5118085145950317,0.05231618881225586,15,38,0.09501707553863525,2.9407248497009277,0.0022554099559783936,0.0009792149066925049,0.12226208299398422,0.019844353199005127,0.48438823223114014,0.035836927592754364,2.393558979034424,0.24831652641296387,33,67,0.24831652641296387,3.0667524337768555,6,47,2.0,-1.0,68.0,transient
26,0.9724751710891724,0.011226171627640724,0.004738371819257736,0.6305211782455444,0.04520690441131592,1.2390649318695068,0.07948744297027588,1.1826485395431519,0.08177995681762695,9,56,0.08177995681762695,3.19513201713562,0.0002896161749958992,7.189996540546417e-05,0.03368092328310013,0.002997893840074539,0.12569774687290192,0.008753657341003418,0.24083296954631805,0.05354984104633331,38,67,0.05354984104633331,0.4108067750930786,14,63,1.0,1.0,68.0,memory
27,0.5037524700164795,0.005149673670530319,0.0022043734788894653,0.48000290989875793,0.05531565845012665,1.1770613193511963,0.06947445869445801,0.2370147705078125,0.03846538066864014,16,39,0.06947445869445801,1.999260663986206,0.0022554099559783936,0.0009792149066925049,0.08723162114620209,0.014223016798496246,0.38310593366622925,0.028424158692359924,2.0415048599243164,0.23840653896331787,37,67,0.23840653896331787,2.5546486377716064,4,47,2.0,-1.0,68.0,transient
28,0.684645414352417,0.011226171627640724,0.004738371819257736,0.4894305467605591,0.03061676025390625,0.8650356531143188,0.061339735984802246,1.115423321723938,0.08185702562332153,9,67,0.08185702562332153,2.5801286697387695,0.0002896161749958992,7.189996540546417e-05,0.012041650712490082,0.0008364059031009674,0.0852271020412445,0.011458482593297958,0.2698514461517334,0.020277060568332672,38,61,0.020277060568332672,0.38052868843078613,14,67,1.0,1.0,68.0,memory
29,0.9490092396736145,0.005149673670530319,0.0022043734788894653,0.8207783102989197,0.09044229984283447,1.6572766304016113,0.10221385955810547,0.5432024002075195,0.052968382835388184,15,37,0.10221385955810547,3.1763596534729004,0.0022554099559783936,0.0009792149066925049,0.1457110345363617,0.02340167760848999,0.5284200310707092,0.044436052441596985,2.5613913536071777,0.25488442182540894,32,67,0.25488442182540894,3.315950870513916,7,46,2.0,-1.0,68.0,transient
30,0.8275370597839355,0.034267935901880264,0.008640706539154053,0.39182257652282715,0.03684374690055847,1.080552101135254,0.0646018385887146,0.47896528244018555,0.057975947856903076,5,46,0.0646018385887146,2.0917654037475586,0.0007275715470314026,0.0004215240478515625,0.03647564724087715,0.00457027368247509,0.1435256004333496,0.028909163549542427,1.4160268306732178,0.18054445087909698,50,67,0.18054445087909698,1.6333568096160889,3,52,0.0,1.0,68.0,integrate
31,0.2591034173965454,0.005149673670530319,0.0022043734788894653,0.31442707777023315,0.037439391016960144,0.861549437046051,0.050618916749954224,0.21074023842811584,0.027397572994232178,17,41,0.050618916749954224,1.4626147747039795,0.0022554099559783936,0.0009792149066925049,0.06277544051408768,0.010372057557106018,0.39673930406570435,0.027608342468738556,1.3755806684494019,0.19421374797821045,37,67,0.19421374797821045,1.8534458875656128,3,48,2.0,-1.0,68.0,transient
32,1.1480249166488647,0.034267935901880264,0.008640706539154053,0.9045615196228027,0.09443742036819458,1.6046180725097656,0.101165771484375,0.5681748390197754,0.05338406562805176,14,35,0.101165771484375,3.2716126441955566,0.0007275715470314026,0.0004215240478515625,0.20360830426216125,0.02035367675125599,0.4089653789997101,0.05554412677884102,2.6689767837524414,0.2654724717140198,48,67,0.2654724717140198,3.3672749996185303,6,46,0.0,-1.0,68.0,integrate
33,1.1803423166275024,0.034267935901880264,0.008640706539154053,0.9359915256500244,0.09726095199584961,1.635422945022583,0.10409653186798096,0.5794200897216797,0.05401420593261719,14,35,0.10409653186798096,3.3488385677337646,0.0007275715470314026,0.0004215240478515625,0.21101026237010956,0.021280711516737938,0.4286704957485199,0.05659918859601021,2.69907283782959,0.2669180631637573,48,67,0.2669180631637573,3.426693916320801,6,45,0.0,-1.0,68.0,integrate
34,0.048224642872810364,0.011226171627640724,0.004738371819257736,0.1689234972000122,0.009645413607358932,0.25771844387054443,0.017384812235832214,0.24840547144412994,0.017998971045017242,5,55,0.017998971045017242,0.7189342379570007,0.0002896161749958992,7.189996540546417e-05,0.03966887295246124,0.002557467669248581,0.07638121396303177,0.0076781027019023895,0.1479855179786682,0.016599401831626892,16,67,0.016599401831626892,0.2743339538574219,5,67,1.0,-1.0,68.0,memory
35,0.3336794674396515,0.005149673670530319,0.0022043734788894653,0.26522529125213623,0.01811491698026657,0.17948320508003235,0.015832670032978058,0.3712897300720215,0.03130006790161133,13,66,0.03130006790161133,0.8500205874443054,0.0022554099559783936,0.0009792149066925049,0.05186765268445015,0.0059282854199409485,0.11879681050777435,0.008463159203529358,0.314579576253891,0.028239451348781586,24,62,0.028239451348781586,0.4989583194255829,3,67,2.0,1.0,68.0,transient
36,0.8752744793891907,0.011226171627640724,0.004738371819257736,0.5875089168548584,0.04164016246795654,1.0997898578643799,0.07347923517227173,1.182565689086914,0.08040207624435425,9,60,0.08040207624435425,3.002277374267578,0.0002896161749958992,7.189996540546417e-05,0.02641332522034645,0.0022372938692569733,0.11474984139204025,0.01011333242058754,0.13823702931404114,0.023623988032341003,32,67,0.023623988032341003,0.29258087277412415,14,67,1.0,1.0,68.0,memory
37,0.3335544466972351,0.011226171627640724,0.004738371819257736,0.09075509011745453,0.006254468113183975,0.023710042238235474,0.0020297467708587646,0.08928994834423065,0.01218298077583313,4,67,0.01218298077583313,0.22314700484275818,0.0002896161749958992,7.189996540546417e-05,0.05291958525776863,0.003527820110321045,0.16544759273529053,0.018452566117048264,0.34763166308403015,0.03018905222415924,21,67,0.03018905222415924,0.5883550643920898,34,67,1.0,-1.0,68.0,memory
38,0.9275442361831665,0.005149673670530319,0.0022043734788894653,0.7760636210441589,0.08641961216926575,1.6357982158660889,0.0998234748840332,0.5385977029800415,0.05321156978607178,15,37,0.0998234748840332,3.102112054824829,0.0022554099559783936,0.0009792149066925049,0.1360616385936737,0.02164921909570694,0.5071579217910767,0.04054038226604462,2.49666428565979,0.2522980570793152,33,67,0.2522980570793152,3.214402914047241,7,46,2.0,-1.0,68.0,transient
39,0.9273356795310974,0.034267935901880264,0.008640706539154053,0.657666802406311,0.06589615345001221,1.4815917015075684,0.08664661645889282,0.30726784467697144,0.05149078369140625,8,40,0.08664661645889282,2.611549139022827,0.0007275715470314026,0.0004215240478515625,0.06063132733106613,0.008151665329933167,0.3828231990337372,0.07650510221719742,2.4506216049194336,0.25879502296447754,46,67,0.25879502296447754,2.984112501144409,5,49,0.0,1.0,68.0,integrate
40,0.6488870978355408,0.011226171627640724,0.004738371819257736,0.09339854121208191,0.00832086056470871,0.2890492081642151,0.02106708288192749,0.3607266843318939,0.025700151920318604,6,67,0.025700151920318604,0.789669394493103,0.0002896161749958992,7.189996540546417e-05,0.06642156839370728,0.005738414824008942,0.3034723699092865,0.03211906924843788,0.4142453074455261,0.03188415244221687,20,51,0.03211906924843788,0.8223932981491089,28,67,1.0,-1.0,68.0,memory
41,0.18215899169445038,0.005149673670530319,0.0022043734788894653,0.6677755117416382,0.04351145029067993,0.37777823209762573,0.039171040058135986,0.6504443883895874,0.04857367277145386,9,66,0.04857367277145386,1.7727798223495483,0.0022554099559783936,0.0009792149066925049,0.13307730853557587,0.009042218327522278,1.247992992401123,0.1794409155845642,4.231311321258545,0.3673798441886902,40,67,0.3673798441886902,5.803556442260742,4,36,2.0,-1.0,68.0,transient
42,0.4852410852909088,0.005149673670530319,0.0022043734788894653,0.7395197153091431,0.04583585262298584,0.39168238639831543,0.04390460252761841,0.8039028644561768,0.05577564239501953,10,62,0.05577564239501953,2.0186846256256104,0.0022554099559783936,0.0009792149066925049,0.14876188337802887,0.010712757706642151,1.5107426643371582,0.20051749050617218,4.501948833465576,0.3795279860496521,39,67,0.3795279860496521,6.372815132141113,4,67,2.0,-1.0,68.0,transient
43,0.16652823984622955,0.005149673670530319,0.0022043734788894653,0.5925977230072021,0.04895228147506714,0.5457919836044312,0.04997926950454712,0.45235395431518555,0.04119175672531128,9,32,0.04997926950454712,1.6578952074050903,0.0022554099559783936,0.0009792149066925049,0.11349131911993027,0.0069266557693481445,0.9892246723175049,0.15648570656776428,3.915786027908325,0.35175132751464844,42,67,0.35175132751464844,5.187745571136475,4,41,2.0,1.0,68.0,transient
44,1.0381412506103516,0.011226171627640724,0.004738371819257736,0.743626594543457,0.05539479851722717,1.4282519817352295,0.08315533399581909,1.063846468925476,0.08190560340881348,9,48,0.08315533399581909,3.391369581222534,0.0002896161749958992,7.189996540546417e-05,0.052977822721004486,0.005215909332036972,0.10908881574869156,0.007725130766630173,0.7602795362472534,0.11285091936588287,53,67,0.11285091936588287,0.9369022846221924,15,54,1.0,1.0,68.0,memory
45,0.5183850526809692,0.011226171627640724,0.004738371819257736,0.08388473093509674,0.006623039022088051,0.13340649008750916,0.012062609195709229,0.2616530656814575,0.021929264068603516,5,67,0.021929264068603516,0.5099977254867554,0.0002896161749958992,7.189996540546417e-05,0.053883008658885956,0.004263769835233688,0.24034397304058075,0.027083788067102432,0.48703309893608093,0.03637337684631348,27,67,0.03637337684631348,0.8132523894309998,33,67,1.0,-1.0,68.0,memory
46,0.9727044105529785,0.011226171627640724,0.004738371819257736,0.662968099117279,0.04819867014884949,1.271549105644226,0.07962256669998169,1.1488001346588135,0.08079206943511963,9,54,0.08079206943511963,3.2288310527801514,0.0002896161749958992,7.189996540546417e-05,0.03995256870985031,0.0030404403805732727,0.107115738093853,0.007186196744441986,0.3349020481109619,0.06750471889972687,43,67,0.06750471889972687,0.4886939227581024,14,60,1.0,1.0,68.0,memory
47,0.935019314289093,0.011226171627640724,0.004738371819257736,0.22980669140815735,0.027690351009368896,0.705490231513977,0.040274739265441895,0.46693551540374756,0.037479519844055176,7,45,0.040274739265441895,1.4847503900527954,0.0002896161749958992,7.189996540546417e-05,0.09868331253528595,0.009575612843036652,0.453401118516922,0.03656121715903282,0.3710576295852661,0.059094831347465515,24,67,0.059094831347465515,0.9679577350616455,23,67,1.0,-1.0,68.0,memory
48,0.35341736674308777,0.005149673670530319,0.0022043734788894653,0.32183605432510376,0.01971536874771118,0.24918845295906067,0.032424651086330414,0.5999482870101929,0.04185003042221069,10,61,0.04185003042221069,1.2237293720245361,0.0022554099559783936,0.0009792149066925049,0.07750934362411499,0.005169317126274109,0.9866085052490234,0.13486649096012115,3.307154893875122,0.2931651473045349,40,67,0.2931651473045349,4.516305923461914,3,67,2.0,-1.0,68.0,transient
49,0.47979244589805603,0.005149673670530319,0.0022043734788894653,0.5757747888565063,0.03966611623764038,0.34368300437927246,0.03295260667800903,0.6244394779205322,0.05752819776535034,13,67,0.05752819776535034,1.6025736331939697,0.0022554099559783936,0.0009792149066925049,0.11102543771266937,0.011206187307834625,0.3541645407676697,0.06253980100154877,2.043900966644287,0.18602433800697327,45,67,0.18602433800697327,2.5905163288116455,5,67,2.0,1.0,68.0,transient
50,0.5082612633705139,0.005149673670530319,0.0022043734788894653,0.1613250970840454,0.013922169804573059,0.2752883732318878,0.024255186319351196,0.2583768665790558,0.024376660585403442,8,52,0.024376660585403442,0.7284605503082275,0.0022554099559783936,0.0009792149066925049,0.04261106252670288,0.0037791430950164795,0.1303037703037262,0.01845112442970276,0.9939594864845276,0.142745703458786,50,67,0.142745703458786,1.1935385465621948,2,63,2.0,1.0,68.0,transient
51,0.21613642573356628,0.005149673670530319,0.0022043734788894653,0.6156188249588013,0.05307489633560181,0.6024327874183655,0.053835511207580566,0.4385562837123871,0.04112040996551514,10,32,0.053835511207580566,1.7258356809616089,0.0022554099559783936,0.0009792149066925049,0.1194874495267868,0.007731512188911438,0.9687806367874146,0.15631942451000214,3.928485870361328,0.3537096381187439,42,67,0.3537096381187439,5.187225341796875,4,41,2.0,1.0,68.0,transient
52,0.813747763633728,0.034267935901880264,0.008640706539154053,0.08487465977668762,0.009490542113780975,0.5501575469970703,0.05056929588317871,0.9640763401985168,0.0686790943145752,5,63,0.0686790943145752,1.7044651508331299,0.0007275715470314026,0.0004215240478515625,0.04430963844060898,0.0030209459364414215,0.1577632576227188,0.01134495995938778,0.13686567544937134,0.0278017595410347,17,67,0.0278017595410347,0.35258668661117554,4,67,0.0,1.0,68.0,integrate
53,0.7280846834182739,0.034267935901880264,0.008640706539154053,0.4987713694572449,0.05206379294395447,1.100240707397461,0.06262487173080444,0.4500527083873749,0.04440915584564209,5,39,0.06262487173080444,2.1913294792175293,0.0007275715470314026,0.0004215240478515625,0.12349709868431091,0.008843986317515373,0.1853054016828537,0.03173526003956795,1.8184359073638916,0.2005145102739334,49,67,0.2005145102739334,2.1737396717071533,3,48,0.0,-1.0,68.0,integrate
54,0.3518310487270355,0.005149673670530319,0.0022043734788894653,0.3405420780181885,0.020787090063095093,0.25063610076904297,0.03250337764620781,0.6111268997192383,0.04272937774658203,9,61,0.04272937774658203,1.256696343421936,0.0022554099559783936,0.0009792149066925049,0.08073295652866364,0.0054274797439575195,1.0012069940567017,0.13779225945472717,3.3844168186187744,0.30010873079299927,40,67,0.30010873079299927,4.61411190032959,3,67,2.0,-1.0,68.0,transient
55,1.0976694822311401,0.034267935901880264,0.008640706539154053,0.8025858402252197,0.08648413419723511,1.556471824645996,0.09526938199996948,0.5622914433479309,0.053522467613220215,15,36,0.09526938199996948,3.1079680919647217,0.0007275715470314026,0.0004215240478515625,0.18142005801200867,0.01712650991976261,0.3512335419654846,0.04927562549710274,2.5352509021759033,0.2575110197067261,49,67,0.2575110197067261,3.1435818672180176,5,46,0.0,-1.0,68.0,integrate
56,0.5383642315864563,0.034267935901880264,0.008640706539154053,0.33454328775405884,0.03637649118900299,0.8288549184799194,0.04632753133773804,0.38852664828300476,0.03712719678878784,4,41,0.04632753133773804,1.6705838441848755,0.0007275715470314026,0.0004215240478515625,0.09497422724962234,0.005908206105232239,0.12748593091964722,0.02190551720559597,1.2802791595458984,0.1475704461336136,49,67,0.1475704461336136,1.5344760417938232,2,49,0.0,-1.0,68.0,integrate
57,0.373622328042984,0.005149673670530319,0.0022043734788894653,0.3129327893257141,0.0193670392036438,0.26035743951797485,0.033548347651958466,0.6031038761138916,0.04188987612724304,9,60,0.04188987612724304,1.228737711906433,0.0022554099559783936,0.0009792149066925049,0.07563525438308716,0.005035191774368286,0.9901456832885742,0.13412711024284363,3.264108896255493,0.2878817915916443,40,67,0.2878817915916443,4.4743852615356445,3,67,2.0,-1.0,68.0,transient
58,0.48588183522224426,0.005149673670530319,0.0022043734788894653,0.41675540804862976,0.02870442345738411,0.2536460757255554,0.02331976592540741,0.6069982647895813,0.05225241184234619,14,67,0.05225241184234619,1.3277552127838135,0.0022554099559783936,0.0009792149066925049,0.08234748989343643,0.008713163435459137,0.19655543565750122,0.035187020897865295,1.2726705074310303,0.10897666960954666,46,66,0.10897666960954666,1.6020163297653198,4,67,2.0,1.0,68.0,transient
59,0.3475132882595062,0.005149673670530319,0.0022043734788894653,0.6512057781219482,0.05934411287307739,0.741220235824585,0.06191277503967285,0.37836530804634094,0.03916443884372711,10,33,0.06191277503967285,1.8410249948501587,0.0022554099559783936,0.0009792149066925049,0.12278426438570023,0.007859565317630768,0.9352282285690308,0.15500180423259735,3.910845994949341,0.3536742329597473,42,67,0.3536742329597473,5.138908386230469,5,42,2.0,1.0,68.0,transient
60,0.2580515742301941,0.005149673670530319,0.0022043734788894653,0.1874682903289795,0.012929856777191162,0.11829331517219543,0.010410632938146591,0.21455860137939453,0.01689210534095764,7,63,0.01689210534095764,0.5450788140296936,0.0022554099559783936,0.0009792149066925049,0.046498920768499374,0.005391515791416168,0.23795565962791443,0.018332727253437042,0.3902532160282135,0.05596303939819336,32,67,0.05596303939819336,0.7018514275550842,2,67,2.0,1.0,68.0,transient
