experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
state_setting__gated__seed3,StateSettingTask,TwoRegionGatedRNN,"robust (1,1)","leaning (1,1)",90.0,0.0,10.0,0.0,75.0,0.0,0.06,0.04
