experiment,task,model,seed,D_J_mean,M_J_mean,E_J_mean,mechanism_class_mode,mechanism_class_counts,max_abs_delta_q_mean,max_abs_direct_mean,max_abs_modulation_mean,auc_delta_q_mean,auc_direct_mean,auc_modulation_mean,n_trials_total,trial_D_max_median,trial_D_max_p90,trial_M_max_median,trial_M_max_p90,trial_M_mean_median,trial_M_mean_p90,trial_E_max_median,trial_E_max_p90,frac_trials_D_above,frac_trials_M_above,frac_trials_E_above,D_J,M_J,E_J,mechanism_class,max_abs_delta_q,mean_abs_delta_q,auc_delta_q,time_to_divergence_mean,max_abs_direct,mean_abs_direct,auc_direct,max_abs_modulation,mean_abs_modulation,auc_modulation
redundant__gated__seed2,RedundantInputControlTask,TwoRegionGatedRNN,2,1.0,1.0,1.0,"(1,1)","{'(1,1)': 1}",1.0036243200302124,0.07426810264587402,1.6263630390167236,17.79317855834961,1.6205527782440186,19.167266845703125,256,0.06789463758468628,0.07192158699035645,1.370917797088623,1.6210342645645142,0.4414624571800232,0.5501660108566284,0.8278249502182007,0.8967727422714233,0.9921875,1.0,1.0,1,1,1,"(1,1)",1.0036243200302124,0.3762185573577881,17.79317855834961,17.66796875,0.07426810264587402,0.03439139574766159,1.6205527782440186,1.6263630390167236,0.414015531539917,19.167266845703125
