trial_id,final_abs_q,fixation_d_auc,fixation_d_peak,fixation_d_mean,stimulus_d_auc,stimulus_d_peak,stimulus_d_mean,delay_d_auc,delay_d_peak,delay_d_mean,response_d_auc,response_d_peak,response_d_mean,d_onset,d_peak_time,d_auc_total,fixation_m_auc,fixation_m_peak,fixation_m_mean,stimulus_m_auc,stimulus_m_peak,stimulus_m_mean,delay_m_auc,delay_m_peak,delay_m_mean,response_m_auc,response_m_peak,response_m_mean,m_onset,m_peak_time,m_auc_total,q_onset,q_peak_time,coherence,label,seq_len,difficulty
0,1.001283884048462,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.1690019965171814,0.023043036460876465,0.009028072468936443,0.4482363164424896,0.03245621919631958,0.023159265518188477,0.032843321561813354,0.006528317928314209,0.0025009631644934416,18,36,0.6784594655036926,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.15803129971027374,0.02779724821448326,0.00859655812382698,1.1407119035720825,0.21673910319805145,0.06322945654392242,6.02244758605957,0.5594882965087891,0.4284612834453583,45,64,7.583707332611084,26,51,0.20000000298023224,1.0,65.0,0.20000000298023224
1,0.9997437000274658,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.4430713653564453,0.04812055826187134,0.02335541881620884,0.2459275722503662,0.04609978199005127,0.013517573475837708,0.04914763569831848,0.007443249225616455,0.0035904129035770893,15,28,0.7880567312240601,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.3783833682537079,0.05039558187127113,0.020154282450675964,4.454171657562256,0.5403987765312195,0.23734045028686523,9.831012725830078,0.7916954755783081,0.7007147073745728,37,64,15.264778137207031,21,40,-0.800000011920929,-1.0,65.0,0.800000011920929
2,0.9972441792488098,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.06542308628559113,0.011470280587673187,0.0035598084796220064,0.4849233031272888,0.03178590536117554,0.02518642321228981,0.097015380859375,0.02157437801361084,0.007327759172767401,23,43,0.6831895709037781,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.04763159528374672,0.011134613305330276,0.0026600065175443888,0.5100746154785156,0.03999229148030281,0.026371847838163376,3.4973082542419434,0.4757610857486725,0.25038132071495056,52,64,4.0984883308410645,32,59,-0.20000000298023224,-1.0,65.0,0.20000000298023224
3,0.9937266111373901,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.25030961632728577,0.0357477068901062,0.01341106928884983,0.3545026183128357,0.03930741548538208,0.01873737759888172,0.06906002759933472,0.010901212692260742,0.0050366162322461605,17,32,0.7135299444198608,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.2175368070602417,0.039662234485149384,0.011868457309901714,2.329848289489746,0.36635279655456543,0.1267343908548355,7.098109245300293,0.5823483467102051,0.505693256855011,41,64,10.066293716430664,24,46,0.4000000059604645,1.0,65.0,0.4000000059604645
4,0.9973641037940979,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.42497289180755615,0.043010830879211426,0.022294696420431137,0.19288545846939087,0.039431750774383545,0.010644870810210705,0.10399121046066284,0.012770414352416992,0.007375133223831654,14,27,0.7634955644607544,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.3901553153991699,0.049847979098558426,0.020702412351965904,4.0733771324157715,0.47097325325012207,0.21649274230003357,7.700525283813477,0.5961558818817139,0.5494331121444702,37,64,12.687334060668945,21,41,0.800000011920929,1.0,65.0,0.800000011920929
5,0.9979623556137085,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.38530468940734863,0.04787987470626831,0.020464127883315086,0.2932026982307434,0.04772162437438965,0.015943193808197975,0.044758498668670654,0.007037997245788574,0.003314550733193755,16,29,0.7748081088066101,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.3227478265762329,0.049879614263772964,0.017384443432092667,3.8749029636383057,0.5093400478363037,0.20771479606628418,9.576586723327637,0.7806078195571899,0.6824212670326233,39,64,14.348011016845703,22,41,-0.6000000238418579,-1.0,65.0,0.6000000238418579
6,0.9929347634315491,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.24464143812656403,0.03441590070724487,0.01309436559677124,0.3949833810329437,0.03932845592498779,0.020757494494318962,0.03704625368118286,0.005227088928222656,0.0027730106376111507,17,33,0.7164812088012695,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.211985781788826,0.03740464895963669,0.011534467339515686,2.195944309234619,0.37389594316482544,0.12016846239566803,8.443185806274414,0.7355694770812988,0.6010833978652954,42,64,11.282535552978516,24,46,-0.4000000059604645,-1.0,65.0,0.4000000059604645
7,0.9979566335678101,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.42906832695007324,0.044366538524627686,0.022528979927301407,0.19030210375785828,0.039934396743774414,0.010527893900871277,0.10400813817977905,0.012730777263641357,0.007375947665423155,15,27,0.7658736705780029,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.385052353143692,0.05107501521706581,0.02048163302242756,4.098609447479248,0.4708412289619446,0.21778476238250732,7.683106899261475,0.5948061943054199,0.5482127070426941,37,64,12.691126823425293,21,41,0.800000011920929,1.0,65.0,0.800000011920929
8,0.9995709657669067,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.4545281231403351,0.045790135860443115,0.02378128655254841,0.17128488421440125,0.03838855028152466,0.009533822536468506,0.10497036576271057,0.012675344944000244,0.007444930262863636,15,27,0.7721008062362671,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.40899962186813354,0.05163102596998215,0.021638495847582817,4.339545726776123,0.4785485863685608,0.22991962730884552,7.713178634643555,0.5949127674102783,0.5504382848739624,36,64,12.990293502807617,20,40,0.800000011920929,1.0,65.0,0.800000011920929
9,1.0059528350830078,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.13182437419891357,0.020086318254470825,0.0070952726528048515,0.4988781809806824,0.03365004062652588,0.025718921795487404,0.0371612012386322,0.0060176849365234375,0.002692055655643344,20,38,0.6969163417816162,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.1128787100315094,0.02176344022154808,0.006188082508742809,0.8438906073570251,0.158098965883255,0.04676967114210129,6.005079746246338,0.6253140568733215,0.42758500576019287,47,64,7.160284996032715,28,54,-0.20000000298023224,-1.0,65.0,0.20000000298023224
10,0.9945772886276245,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.36350899934768677,0.04125940799713135,0.01920882984995842,0.2463878095149994,0.04075556993484497,0.013374319300055504,0.09412971138954163,0.01245272159576416,0.006706301588565111,15,29,0.7464935779571533,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.33330607414245605,0.04811173304915428,0.017868157476186752,3.4563684463500977,0.44394195079803467,0.18509268760681152,7.573968410491943,0.5945837497711182,0.5401617288589478,38,64,11.864362716674805,21,42,0.6000000238418579,1.0,65.0,0.6000000238418579
11,0.9976841807365417,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.16390162706375122,0.02495121955871582,0.008820758201181889,0.4495847821235657,0.03441309928894043,0.023221183568239212,0.03389465808868408,0.0075266361236572266,0.0025423248298466206,18,36,0.6756727695465088,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.14505189657211304,0.027339432388544083,0.007936142385005951,1.25765860080719,0.23736032843589783,0.06959383189678192,6.1947407722473145,0.5617032647132874,0.44071564078330994,45,64,7.880494594573975,26,50,0.20000000298023224,1.0,65.0,0.20000000298023224
12,0.9943332672119141,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.285747766494751,0.039727985858917236,0.015282484702765942,0.3207855522632599,0.04136967658996582,0.017131727188825607,0.07879528403282166,0.01158052682876587,0.00569604616612196,17,31,0.7283970713615417,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.24193893373012543,0.04414011538028717,0.01320051122456789,2.7285964488983154,0.39753443002700806,0.14754870533943176,7.266890525817871,0.5848562717437744,0.5179631114006042,40,64,10.69201374053955,23,44,0.6000000238418579,1.0,65.0,0.6000000238418579
13,1.0094088315963745,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.11147821694612503,0.016842186450958252,0.005996862892061472,0.5024234056472778,0.03240311145782471,0.025952080264687538,0.050901055335998535,0.011320233345031738,0.0038391947746276855,21,40,0.6960024237632751,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.0946013331413269,0.018558593466877937,0.0051940931007266045,0.6607529520988464,0.1050003170967102,0.03619474545121193,5.155639171600342,0.5787920355796814,0.3674907088279724,49,64,6.050753593444824,29,56,-0.20000000298023224,-1.0,65.0,0.20000000298023224
14,0.9938956499099731,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.20875968039035797,0.033111751079559326,0.011267675086855888,0.39540934562683105,0.03904002904891968,0.020717088133096695,0.06058156490325928,0.01018679141998291,0.00444851303473115,19,33,0.7017919421195984,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.16929057240486145,0.034601841121912,0.009329636581242085,1.9497206211090088,0.328976571559906,0.106686532497406,6.837862968444824,0.5745556950569153,0.4869292378425598,42,64,9.336996078491211,25,47,0.4000000059604645,1.0,65.0,0.4000000059604645
15,0.9928953647613525,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.24711985886096954,0.03500396013259888,0.013232988305389881,0.3573240339756012,0.03831988573074341,0.018843257799744606,0.06685930490493774,0.010749340057373047,0.0048811715096235275,18,32,0.7098302245140076,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.2156473994255066,0.03918455168604851,0.01176204439252615,2.248924970626831,0.3591075539588928,0.12249400466680527,7.073202610015869,0.5833802223205566,0.5038530230522156,41,64,9.951238632202148,24,46,0.4000000059604645,1.0,65.0,0.4000000059604645
16,0.9939777851104736,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.20290657877922058,0.02986922860145569,0.010893955826759338,0.40476229786872864,0.03572505712509155,0.02104680985212326,0.04975622892379761,0.009212017059326172,0.0036616921424865723,18,34,0.6895971298217773,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.1761728972196579,0.033203836530447006,0.009638803079724312,1.688902497291565,0.2991616129875183,0.09285174310207367,6.685494422912598,0.5756855607032776,0.47588685154914856,43,64,8.900283813476562,25,48,0.20000000298023224,1.0,65.0,0.20000000298023224
17,0.9980892539024353,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.42715850472450256,0.04438042640686035,0.02243143692612648,0.19232860207557678,0.04009580612182617,0.010634911246597767,0.10322701930999756,0.012690484523773193,0.007320272736251354,15,28,0.76524817943573,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.3842766284942627,0.0509888231754303,0.02044386975467205,4.080994129180908,0.47006553411483765,0.216888427734375,7.677281379699707,0.5945687294006348,0.5477927327156067,37,64,12.666265487670898,21,41,0.800000011920929,1.0,65.0,0.800000011920929
18,0.9975324273109436,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.18413454294204712,0.027170121669769287,0.009887877851724625,0.452763170003891,0.03607219457626343,0.02338150143623352,0.03251230716705322,0.0038329362869262695,0.0023005763068795204,18,35,0.6989577412605286,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.15965312719345093,0.0295459795743227,0.0087213683873415,1.4141526222229004,0.27064985036849976,0.07830462604761124,7.409741401672363,0.6920577883720398,0.5273322463035583,45,64,9.304487228393555,26,50,-0.20000000298023224,-1.0,65.0,0.20000000298023224
19,0.9938639402389526,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.24092447757720947,0.036571502685546875,0.012962406501173973,0.40524551272392273,0.04196661710739136,0.021354321390390396,0.03842586278915405,0.005296230316162109,0.0028850913513451815,18,33,0.727425217628479,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.19864025712013245,0.03738643229007721,0.010866736993193626,2.308413028717041,0.3871209919452667,0.12613581120967865,8.56208324432373,0.7394487261772156,0.609574019908905,42,64,11.513949394226074,25,46,-0.4000000059604645,-1.0,65.0,0.4000000059604645
20,0.9919980764389038,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.2620796859264374,0.03622633218765259,0.01401153951883316,0.3796309232711792,0.040233492851257324,0.020042549818754196,0.03815627098083496,0.005724728107452393,0.0028671741019934416,17,32,0.7216894626617432,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.22390958666801453,0.039547041058540344,0.012184216640889645,2.414391040802002,0.3969649076461792,0.13171517848968506,8.652225494384766,0.7440823912620544,0.6160462498664856,42,64,11.746652603149414,24,46,-0.4000000059604645,-1.0,65.0,0.4000000059604645
21,0.9983277916908264,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.17202651500701904,0.024633795022964478,0.009219067171216011,0.4428589344024658,0.03353375196456909,0.022887179628014565,0.03338044881820679,0.0073354244232177734,0.0025151968002319336,18,35,0.6766475439071655,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.15477822721004486,0.028425205498933792,0.008449602872133255,1.2597901821136475,0.23727992177009583,0.06971968710422516,6.2036542892456055,0.5637190937995911,0.44136884808540344,45,64,7.90207052230835,26,50,0.20000000298023224,1.0,65.0,0.20000000298023224
22,0.9976920485496521,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.41729387640953064,0.044085025787353516,0.021943990141153336,0.20057004690170288,0.040527284145355225,0.011061194352805614,0.10193464159965515,0.012659728527069092,0.0072281998582184315,15,28,0.7626592516899109,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.37730729579925537,0.05044709891080856,0.020097699016332626,3.992112159729004,0.46684539318084717,0.21238842606544495,7.663911819458008,0.594476044178009,0.5468069314956665,37,64,12.55459976196289,21,41,0.800000011920929,1.0,65.0,0.800000011920929
23,0.9943313002586365,0.0004254300147294998,7.392000406980515e-05,4.623900167644024e-05,0.30923235416412354,0.03991934657096863,0.01646149903535843,0.297650009393692,0.04099518060684204,0.015962770208716393,0.08240634202957153,0.011817634105682373,0.00593548221513629,16,30,0.7320711612701416,1.0638497769832611e-05,2.5257468223571777e-06,1.1901371408384875e-06,0.2768397033214569,0.04563698545098305,0.014982970431447029,2.935295343399048,0.4124453067779541,0.15826424956321716,7.377303123474121,0.5889562368392944,0.525918185710907,39,64,11.059249877929688,23,44,0.6000000238418579,1.0,65.0,0.6000000238418579
