step,loss,accuracy,task_loss,activity_reg,weight_reg,communication_reg
1,1.4916964769363403,0.171875,1.4916951656341553,1.1908196029253304e-06,1.4483461541203724e-07,0.0
2,1.1778570413589478,0.296875,1.1778558492660522,1.0717826626205351e-06,1.4474215959126013e-07,0.0
3,1.0023635625839233,0.3125,1.0023622512817383,1.1438045248723938e-06,1.4469694065155636e-07,0.0
4,0.7347970604896545,0.953125,0.7347958087921143,1.1221874274269794e-06,1.4467667597273248e-07,0.0
5,0.5570988059043884,1.0,0.5570974946022034,1.1798966852438753e-06,1.446907162971911e-07,0.0
6,0.3925597071647644,1.0,0.3925582766532898,1.2683568684224156e-06,1.4473164355877088e-07,0.0
7,0.2878571152687073,1.0,0.2878555357456207,1.4302145245892461e-06,1.4479722665328154e-07,0.0
8,0.228270024061203,1.0,0.22826844453811646,1.424311449227389e-06,1.4488722399619292e-07,0.0
9,0.21138699352741241,1.0,0.21138525009155273,1.5998372191461385e-06,1.4500123768357298e-07,0.0
10,0.21910664439201355,1.0,0.21910476684570312,1.7290302594119566e-06,1.451112865424875e-07,0.0
11,0.2547873854637146,1.0,0.2547852098941803,2.041360630755662e-06,1.4516211876980378e-07,0.0
12,0.2620781660079956,1.0,0.2620760202407837,2.0103564111195737e-06,1.4512822588130803e-07,0.0
13,0.312171071767807,1.0,0.31216856837272644,2.3500199404224986e-06,1.450265045832566e-07,0.0
14,0.2886883318424225,1.0,0.2886859178543091,2.2554233964910964e-06,1.4487127941720246e-07,0.0
15,0.263706237077713,1.0,0.2637041509151459,1.929388190546888e-06,1.4467730125033995e-07,0.0
16,0.2210787832736969,1.0,0.22107690572738647,1.7265241467612213e-06,1.4445483031977346e-07,0.0
17,0.21619544923305511,1.0,0.21619345247745514,1.844185135269072e-06,1.4420895411149104e-07,0.0
18,0.18188391625881195,1.0,0.18188224732875824,1.5200389498204459e-06,1.439417474102811e-07,0.0
19,0.1956360787153244,1.0,0.19563452899456024,1.3950736956758192e-06,1.4369049949891632e-07,0.0
20,0.19208377599716187,1.0,0.1920822560787201,1.3639024700751179e-06,1.4347240551160212e-07,0.0
21,0.1657032072544098,1.0,0.16570164263248444,1.420733156010101e-06,1.4329292241654912e-07,0.0
22,0.21357570588588715,1.0,0.21357421576976776,1.3361003539102967e-06,1.43151467568714e-07,0.0
23,0.19555027782917023,1.0,0.19554878771305084,1.346665044366091e-06,1.4304086448646558e-07,0.0
24,0.1682061403989792,1.0,0.16820459067821503,1.3945932550996076e-06,1.429631169003187e-07,0.0
25,0.20092377066612244,1.0,0.20092232525348663,1.2929791637361632e-06,1.4291420313838898e-07,0.0
26,0.17390473186969757,1.0,0.1739031821489334,1.3961994227429386e-06,1.4289325633853878e-07,0.0
27,0.1559663563966751,1.0,0.15596488118171692,1.3257225646157167e-06,1.428853408924624e-07,0.0
28,0.17813657224178314,1.0,0.17813505232334137,1.3720983815801446e-06,1.4289797434230422e-07,0.0
29,0.13239248096942902,1.0,0.13239075243473053,1.5779443174324115e-06,1.429218769999352e-07,0.0
30,0.15864387154579163,1.0,0.15864212810993195,1.588111558703531e-06,1.4293942740550847e-07,0.0
31,0.184128075838089,1.0,0.18412624299526215,1.6830186950755888e-06,1.4294448646978708e-07,0.0
32,0.1641789823770523,1.0,0.16417725384235382,1.5799818129380583e-06,1.4291957484147133e-07,0.0
33,0.16951534152030945,1.0,0.1695132553577423,1.9394508399273036e-06,1.4287721228356531e-07,0.0
34,0.20458726584911346,1.0,0.2045855075120926,1.6110192291307612e-06,1.427841880285996e-07,0.0
35,0.11731594800949097,1.0,0.11731398850679398,1.8148921299143694e-06,1.4267318704241916e-07,0.0
36,0.1448393166065216,1.0,0.14483746886253357,1.6946244159044e-06,1.4254270297442417e-07,0.0
37,0.17814402282238007,1.0,0.1781424582004547,1.4107750985203893e-06,1.4240538348531118e-07,0.0
38,0.15136268734931946,1.0,0.151360884308815,1.6502068547197268e-06,1.422860407274129e-07,0.0
39,0.1734248846769333,1.0,0.17342306673526764,1.6648001519570244e-06,1.4216837485037104e-07,0.0
40,0.1791405826807022,1.0,0.17913900315761566,1.4300504744824138e-06,1.42052712703844e-07,0.0
41,0.17296701669692993,1.0,0.17296533286571503,1.530890017420461e-06,1.4195956055118586e-07,0.0
42,0.1782204806804657,1.0,0.17821884155273438,1.4939815855541383e-06,1.418813440068334e-07,0.0
43,0.17623811960220337,1.0,0.17623649537563324,1.4771198948437814e-06,1.4181931362600153e-07,0.0
44,0.16707691550254822,1.0,0.16707521677017212,1.5516858411501744e-06,1.4177511786783725e-07,0.0
45,0.16950441896915436,1.0,0.16950248181819916,1.7867844235297525e-06,1.4174101181652077e-07,0.0
46,0.15605872869491577,1.0,0.15605677664279938,1.8075286334351404e-06,1.4169764028792997e-07,0.0
47,0.13800135254859924,1.0,0.13799944519996643,1.7527993350086035e-06,1.4164787387471733e-07,0.0
48,0.13812728226184845,1.0,0.13812533020973206,1.8088333035848336e-06,1.4159712691252935e-07,0.0
49,0.15937316417694092,1.0,0.15937131643295288,1.7096599549404345e-06,1.4153710026221233e-07,0.0
50,0.1672472059726715,1.0,0.16724538803100586,1.6850835891091265e-06,1.4147774152206694e-07,0.0
