experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
context__gated__seed1,ContextDependentDecisionTask,TwoRegionGatedRNN,"leaning (1,1)","leaning (1,1)",75.0,0.0,25.0,0.0,55.0,0.0,0.06,0.04
