experiment,task,model,seed,batch_idx,trial_idx,E_max,E_mean,E_auc,D_max,D_mean,D_auc,M_max,M_mean,M_auc,divergence_time
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,0,1.0441687107086182,0.48393112421035767,23.681316375732422,0.07712364196777344,0.02596316859126091,1.292868971824646,1.2155505418777466,0.22813843190670013,10.799147605895996,20
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,1,1.0626890659332275,0.5723965167999268,28.12345314025879,0.10470962524414062,0.03221234306693077,1.5989183187484741,1.611226201057434,0.45698973536491394,22.043874740600586,16
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,2,1.1045804023742676,0.5999977588653564,29.4760799407959,0.11146366596221924,0.03254029527306557,1.6181403398513794,1.5714274644851685,0.4516177773475647,21.7951717376709,16
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,3,1.0673273801803589,0.5478358268737793,26.868993759155273,0.0918700098991394,0.028826139867305756,1.4345653057098389,1.4197262525558472,0.3415088951587677,16.365581512451172,18
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,4,1.0383323431015015,0.5311020016670227,26.06206703186035,0.09309852123260498,0.02973809279501438,1.476470708847046,1.5135806798934937,0.3738024830818176,17.933334350585938,18
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,5,1.1086342334747314,0.6100325584411621,29.977418899536133,0.11388790607452393,0.032888367772102356,1.6354032754898071,1.5870569944381714,0.4691411554813385,22.663528442382812,16
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,6,1.0899922847747803,0.5683770179748535,27.896183013916016,0.10341960191726685,0.03079531155526638,1.5316451787948608,1.5022761821746826,0.38873034715652466,18.685382843017578,17
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,7,1.0923320055007935,0.5823801159858704,28.59461212158203,0.1043616533279419,0.031210847198963165,1.5523796081542969,1.5234678983688354,0.41262322664260864,19.869428634643555,17
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,8,1.0331768989562988,0.5056286454200745,24.79242706298828,0.09298789501190186,0.028874672949314117,1.4338080883026123,1.457328200340271,0.33124253153800964,15.833460807800293,19
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,9,1.1092654466629028,0.608802318572998,29.915908813476562,0.11254143714904785,0.03283517435193062,1.6328216791152954,1.5830515623092651,0.46664363145828247,22.54065704345703,16
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,10,1.107101559638977,0.6046109199523926,29.706756591796875,0.11225259304046631,0.03272995352745056,1.6275465488433838,1.5790373086929321,0.4598703384399414,22.204002380371094,16
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,11,1.031591534614563,0.5204886198043823,25.532451629638672,0.0917021632194519,0.029054248705506325,1.442840814590454,1.4797828197479248,0.35289061069488525,16.904640197753906,18
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,12,1.0690394639968872,0.5844020247459412,28.72296142578125,0.10841333866119385,0.032937854528427124,1.6349263191223145,1.6347458362579346,0.4822104275226593,23.29314613342285,16
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,0,13,1.100351095199585,0.5968416333198547,29.317060470581055,0.10863780975341797,0.0320417657494545,1.5936040878295898,1.5539162158966064,0.4416632354259491,21.306201934814453,16
