experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
binary__gated__seed1,BinaryCategorizationTask,TwoRegionGatedRNN,"leaning (1,1)","leaning (0,1)",65.0,0.0,35.0,0.0,30.0,0.0,0.06,0.04
