experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
delayed__additive__seed1,DelayedCategorizationTask,TwoRegionAdditiveRNN,"leaning (0,1)","leaning (0,1)",30.0,0.0,70.0,0.0,25.0,0.0,0.06,0.04
