experiment,task,model,seed,D_J_mean,M_J_mean,E_J_mean,mechanism_class_mode,mechanism_class_counts,max_abs_delta_q_mean,max_abs_direct_mean,max_abs_modulation_mean,auc_delta_q_mean,auc_direct_mean,auc_modulation_mean,n_trials_total,trial_D_max_median,trial_D_max_p90,trial_M_max_median,trial_M_max_p90,trial_M_mean_median,trial_M_mean_p90,trial_E_max_median,trial_E_max_p90,frac_trials_D_above,frac_trials_M_above,frac_trials_E_above,D_J,M_J,E_J,mechanism_class,max_abs_delta_q,mean_abs_delta_q,auc_delta_q,time_to_divergence_mean,max_abs_direct,mean_abs_direct,auc_direct,max_abs_modulation,mean_abs_modulation,auc_modulation
binary__gated__seed2,BinaryCategorizationTask,TwoRegionGatedRNN,2,1.0,1.0,1.0,"(1,1)","{'(1,1)': 1}",1.0568344593048096,0.09676581621170044,1.3570736646652222,25.370681762695312,1.5324513912200928,15.94622802734375,256,0.08431655168533325,0.09438133239746094,1.2608869075775146,1.3492016792297363,0.35544145107269287,0.41764360666275024,1.0300908088684082,1.0516011714935303,1.0,1.0,1.0,1,1,1,"(1,1)",1.0568344593048096,0.5175132155418396,25.370681762695312,18.55078125,0.09676581621170044,0.031086621806025505,1.5324513912200928,1.3570736646652222,0.33142828941345215,15.94622802734375
