experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,"robust (0,1)","robust (0,1)",20.0,0.0,80.0,0.0,10.0,0.0,0.06,0.04
