step,loss,accuracy,task_loss,activity_reg,weight_reg,communication_reg
1,0.8677400350570679,0.96875,0.8677384853363037,1.4224009419194772e-06,1.3790987907214003e-07,0.0
2,0.6688187718391418,1.0,0.6688171625137329,1.4960517091822112e-06,1.3785985686354252e-07,0.0
3,0.47622910141944885,1.0,0.47622719407081604,1.7491283870185725e-06,1.378948866204155e-07,0.0
4,0.3849147856235504,1.0,0.3849129378795624,1.7091797417378984e-06,1.3798340603443648e-07,0.0
5,0.2798990309238434,1.0,0.27989712357521057,1.7555950080350158e-06,1.3810863208618684e-07,0.0
6,0.18724653124809265,1.0,0.18724428117275238,2.1216183085925877e-06,1.3826156930463185e-07,0.0
7,0.17206326127052307,1.0,0.17206066846847534,2.457362825225573e-06,1.3843528279267048e-07,0.0
8,0.1930592954158783,1.0,0.19305668771266937,2.4757132450758945e-06,1.3856089253749815e-07,0.0
9,0.24015219509601593,1.0,0.24014915525913239,2.9056584480713354e-06,1.3858138458999747e-07,0.0
10,0.2516496479511261,1.0,0.25164684653282166,2.6584177703625755e-06,1.3850294067196955e-07,0.0
