experiment,task,model,seed,D_J_mean,M_J_mean,E_J_mean,mechanism_class_mode,mechanism_class_counts,max_abs_delta_q_mean,max_abs_direct_mean,max_abs_modulation_mean,auc_delta_q_mean,auc_direct_mean,auc_modulation_mean,n_trials_total,trial_D_max_median,trial_D_max_p90,trial_M_max_median,trial_M_max_p90,trial_M_mean_median,trial_M_mean_p90,trial_E_max_median,trial_E_max_p90,frac_trials_D_above,frac_trials_M_above,frac_trials_E_above,D_J,M_J,E_J,mechanism_class,max_abs_delta_q,mean_abs_delta_q,auc_delta_q,time_to_divergence_mean,max_abs_direct,mean_abs_direct,auc_direct,max_abs_modulation,mean_abs_modulation,auc_modulation
binary__additive__seed1,BinaryCategorizationTask,TwoRegionAdditiveRNN,1,1.0,1.0,1.0,"(1,1)","{'(1,1)': 1}",1.110927700996399,0.11535197496414185,1.660101294517517,26.23765754699707,1.4755033254623413,17.279611587524414,256,0.09785008430480957,0.1105344295501709,1.5012929439544678,1.630853295326233,0.38315045833587646,0.47696012258529663,1.0595983266830444,1.1001081466674805,1.0,1.0,1.0,1,1,1,"(1,1)",1.110927700996399,0.5348538756370544,26.23765754699707,17.98046875,0.11535197496414185,0.029687820002436638,1.4755033254623413,1.660101294517517,0.36007872223854065,17.279611587524414
