experiment,task,model,seed,D_J_mean,M_J_mean,E_J_mean,mechanism_class_mode,mechanism_class_counts,max_abs_delta_q_mean,max_abs_direct_mean,max_abs_modulation_mean,auc_delta_q_mean,auc_direct_mean,auc_modulation_mean,n_trials_total,trial_D_max_median,trial_D_max_p90,trial_M_max_median,trial_M_max_p90,trial_M_mean_median,trial_M_mean_p90,trial_E_max_median,trial_E_max_p90,frac_trials_D_above,frac_trials_M_above,frac_trials_E_above,D_J,M_J,E_J,mechanism_class,max_abs_delta_q,mean_abs_delta_q,auc_delta_q,time_to_divergence_mean,max_abs_direct,mean_abs_direct,auc_direct,max_abs_modulation,mean_abs_modulation,auc_modulation
state_setting__gated__seed2,StateSettingTask,TwoRegionGatedRNN,2,1.0,1.0,1.0,"(1,1)","{'(1,1)': 1}",1.9436590671539307,0.150954008102417,1.3592216968536377,42.63469696044922,1.9172979593276978,10.339860916137695,256,0.08351141214370728,0.12379436194896698,0.39901816844940186,0.7756022214889526,0.12618400156497955,0.2893206477165222,1.129103183746338,1.5844974517822266,0.76171875,1.0,1.0,1,1,1,"(1,1)",1.9436590671539307,0.6339374780654907,42.63469696044922,14.7109375,0.150954008102417,0.028348533436655998,1.9172979593276978,1.3592216968536377,0.15439358353614807,10.339860916137695
