experiment,task,model,robustness_max,robustness_maxmean,pct_mixed_max,pct_direct_only_max,pct_mod_only_max,pct_none_max,pct_mixed_maxmean,pct_direct_only_maxmean,current_d_thresh,current_m_thresh
state_setting__reciprocal_context__seed1,StateSettingTask,TwoRegionReciprocalContextRNN,"robust (1,1)","robust (1,1)",100.0,0.0,0.0,0.0,85.0,0.0,0.06,0.04
