experiment,task,model,seed,batch_idx,trial_idx,E_max,E_mean,E_auc,D_max,D_mean,D_auc,M_max,M_mean,M_auc,divergence_time
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,0,1.013143539428711,0.5341814756393433,34.21674346923828,0.025703012943267822,0.008076963014900684,0.5208351016044617,0.744333028793335,0.2506236433982849,15.918368339538574,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,1,1.009487271308899,0.5280735492706299,33.821468353271484,0.02784627676010132,0.008689462207257748,0.5608207583427429,0.7482612133026123,0.23880042135715485,15.147896766662598,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,2,1.0149471759796143,0.5060350298881531,32.39701843261719,0.034725844860076904,0.009786698967218399,0.6332553029060364,1.0954625606536865,0.2790631055831909,17.59136962890625,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,3,1.0049351453781128,0.503160834312439,32.204612731933594,0.030580073595046997,0.009169301018118858,0.5919710397720337,0.7464439868927002,0.21077366173267365,13.327068328857422,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,4,1.008387565612793,0.453290730714798,28.964773178100586,0.031375229358673096,0.009768648073077202,0.6302193403244019,0.7103513479232788,0.15462462604045868,9.695425987243652,26
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,5,1.0100915431976318,0.5360550284385681,34.340084075927734,0.029007434844970703,0.008752216584980488,0.5649186968803406,0.7500182390213013,0.245923712849617,15.610031127929688,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,6,1.0113009214401245,0.5205404162406921,33.339481353759766,0.03376483917236328,0.0096746776252985,0.626042902469635,1.121150255203247,0.3045872747898102,19.23759651184082,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,7,1.0057340860366821,0.546442985534668,35.02275085449219,0.031537771224975586,0.009205479174852371,0.5954208970069885,1.1638309955596924,0.36136600375175476,22.906871795654297,22
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,8,1.0023390054702759,0.5458928346633911,34.98711013793945,0.029675394296646118,0.009032485075294971,0.5841085910797119,1.1663373708724976,0.3683806359767914,23.361572265625,22
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,9,1.0045111179351807,0.4982798099517822,31.8878173828125,0.03188973665237427,0.009273981675505638,0.5987387895584106,0.7457016706466675,0.2055293619632721,12.986557006835938,25
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,10,1.01272714138031,0.5085814595222473,32.56217575073242,0.03433471918106079,0.009689751081168652,0.6269692182540894,1.1043293476104736,0.2870665490627289,18.107160568237305,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,11,1.006132960319519,0.5203934907913208,33.3287467956543,0.032570868730545044,0.00915459729731083,0.5921429991722107,1.1374661922454834,0.32298192381858826,20.425094604492188,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,12,1.0029220581054688,0.5435564517974854,34.83507537841797,0.030422866344451904,0.008973924443125725,0.5802731513977051,1.1660130023956299,0.3679615259170532,23.33449363708496,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,13,1.0098191499710083,0.5319324135780334,34.07225799560547,0.028850674629211426,0.008734466508030891,0.5637661218643188,0.7498385906219482,0.24154730141162872,15.325654029846191,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,14,1.0042431354522705,0.5256337523460388,33.66951370239258,0.031130731105804443,0.009100564755499363,0.5886232256889343,1.1443779468536377,0.3327355682849884,21.055622100830078,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,15,1.0123915672302246,0.5393183827400208,34.551021575927734,0.026965558528900146,0.008279180154204369,0.5340390801429749,0.7465933561325073,0.2530617117881775,16.075716018676758,22
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,16,1.0025367736816406,0.542117714881897,34.74153518676758,0.03023776412010193,0.008979469537734985,0.5806663036346436,1.163589358329773,0.36345306038856506,23.04265594482422,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,17,1.002150058746338,0.5477031469345093,35.104923248291016,0.030046582221984863,0.008986817672848701,0.5811055898666382,1.1690144538879395,0.3738349378108978,23.714765548706055,22
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,18,1.0126159191131592,0.5490225553512573,35.18178939819336,0.027484416961669922,0.008396145887672901,0.5416613221168518,0.7486995458602905,0.2609705924987793,16.5887393951416,22
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,19,1.014864206314087,0.48609331250190735,31.1005802154541,0.035008370876312256,0.009641030803322792,0.6236425638198853,1.0711382627487183,0.2568916976451874,16.162391662597656,26
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,20,1.0128711462020874,0.43322867155075073,27.659427642822266,0.03138697147369385,0.009698000736534595,0.6253787875175476,0.6857524514198303,0.1367449015378952,8.545541763305664,28
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,21,1.004873514175415,0.47970226407051086,30.680219650268555,0.03165543079376221,0.0091652050614357,0.5914801359176636,0.7362030744552612,0.19081616401672363,12.034948348999023,26
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,22,1.00274658203125,0.5343773365020752,34.23821258544922,0.030088990926742554,0.009092324413359165,0.5880802869796753,1.1532970666885376,0.3461044132709503,21.92013931274414,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,23,1.012039303779602,0.5431122183799744,34.7977294921875,0.027785956859588623,0.008350695483386517,0.5386927127838135,0.7469967603683472,0.2564355134963989,16.294809341430664,22
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,24,1.0231202840805054,0.4710423946380615,30.12356948852539,0.03556013107299805,0.009991137310862541,0.6461485624313354,1.0225239992141724,0.2235274761915207,14.018025398254395,26
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,25,1.0061421394348145,0.51873779296875,33.21642303466797,0.029938548803329468,0.009124701842665672,0.5891715288162231,0.7508125305175781,0.2252122163772583,14.263388633728027,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,26,1.0151000022888184,0.4949692487716675,31.677570343017578,0.03493434190750122,0.009688319638371468,0.6267837285995483,1.083182692527771,0.26744982600212097,16.8426456451416,25
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,27,1.0097901821136475,0.5080957412719727,32.52289581298828,0.029050439596176147,0.00857494492083788,0.5532841086387634,0.7432699203491211,0.22274444997310638,14.106752395629883,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,28,1.0110852718353271,0.44019442796707153,28.112905502319336,0.03184157609939575,0.009729983285069466,0.6275478601455688,0.6972987651824951,0.1446222960948944,9.051800727844238,27
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,29,1.0040221214294434,0.5243996977806091,33.58925247192383,0.03106147050857544,0.009098600596189499,0.5884923338890076,1.1433864831924438,0.3314376175403595,20.97175407409668,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,30,1.0050954818725586,0.49147769808769226,31.445213317871094,0.030913442373275757,0.009093577973544598,0.5869466066360474,0.7414008378982544,0.20173346996307373,12.741973876953125,25
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,31,1.014338493347168,0.4384576678276062,28.004362106323242,0.036038219928741455,0.009553010575473309,0.6173553466796875,0.9885886311531067,0.19897915422916412,12.439350128173828,29
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,32,1.004237413406372,0.5419180989265442,34.72834777832031,0.030169934034347534,0.008950167335569859,0.578754186630249,1.1638267040252686,0.36292603611946106,23.008281707763672,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,33,1.003932237625122,0.5420032739639282,34.734012603759766,0.03020918369293213,0.009121389128267765,0.5899308323860168,1.1616114377975464,0.358863890171051,22.745346069335938,23
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,34,1.0060771703720093,0.4928987920284271,31.537137985229492,0.031245529651641846,0.009026755578815937,0.5826133489608765,0.7417543530464172,0.20440475642681122,12.91543197631836,25
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,35,1.0035284757614136,0.5009834170341492,32.06395721435547,0.031331419944763184,0.009406101889908314,0.6073541045188904,0.7470760345458984,0.20622459053993225,13.031062126159668,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,36,1.0182005167007446,0.42331352829933167,27.012588500976562,0.030958056449890137,0.009779594838619232,0.6306782960891724,0.660507321357727,0.12258493900299072,7.637767791748047,28
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,37,1.0021347999572754,0.49181461334228516,31.46898651123047,0.031072676181793213,0.009619292803108692,0.6210907697677612,0.7430611252784729,0.1939374953508377,12.234406471252441,24
delayed__gated__seed2,DelayedCategorizationTask,TwoRegionGatedRNN,2,0,38,1.0145763158798218,0.5251590609550476,33.640132904052734,0.034432440996170044,0.009931080043315887,0.6427355408668518,1.1209429502487183,0.3049757778644562,19.262954711914062,24
