trial_id,final_abs_q,fixation_d_auc,fixation_d_peak,fixation_d_mean,stimulus_d_auc,stimulus_d_peak,stimulus_d_mean,delay_d_auc,delay_d_peak,delay_d_mean,response_d_auc,response_d_peak,response_d_mean,d_onset,d_peak_time,d_auc_total,fixation_m_auc,fixation_m_peak,fixation_m_mean,stimulus_m_auc,stimulus_m_peak,stimulus_m_mean,delay_m_auc,delay_m_peak,delay_m_mean,response_m_auc,response_m_peak,response_m_mean,m_onset,m_peak_time,m_auc_total,q_onset,q_peak_time,coherence,label,seq_len,difficulty
0,1.0058262348175049,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.41487225890159607,0.042628079652786255,0.02173798903822899,0.4140307605266571,0.0350685715675354,0.02231108583509922,0.35249942541122437,0.028855562210083008,0.025194445624947548,15,27,1.2505344152450562,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.4309540390968323,0.07071193307638168,0.023324452340602875,5.287967205047607,0.6446424126625061,0.28221502900123596,11.787467002868652,0.9477797746658325,0.8400902152061462,38,64,18.23918914794922,22,41,0.800000011920929,1.0,65.0,0.800000011920929
1,1.0015716552734375,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.3431006669998169,0.036135464906692505,0.018065636977553368,0.3904872238636017,0.03459054231643677,0.02111493982374668,0.35465681552886963,0.028753042221069336,0.025337906554341316,14,28,1.1552705764770508,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.3823714256286621,0.0653882548213005,0.020762229338288307,4.371042728424072,0.5851512551307678,0.23484738171100616,11.273905754089355,0.9259089231491089,0.8032523989677429,39,64,16.698959350585938,22,43,0.6000000238418579,1.0,65.0,0.6000000238418579
2,0.9986000657081604,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.25611555576324463,0.028312742710113525,0.013528218492865562,0.339773029088974,0.028680264949798584,0.018402600660920143,0.37165018916130066,0.0283280611038208,0.026497192680835724,14,30,1.0269867181777954,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.2944783568382263,0.0499570406973362,0.015981795266270638,3.1649985313415527,0.49993449449539185,0.17208391427993774,10.016390800476074,0.859289824962616,0.7141695618629456,41,64,14.045148849487305,23,46,-0.4000000059604645,-1.0,65.0,0.4000000059604645
3,0.9987722039222717,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.24709273874759674,0.029942810535430908,0.013117829337716103,0.35718607902526855,0.03105926513671875,0.019337031990289688,0.3659883439540863,0.028426170349121094,0.026108769699931145,15,30,1.0318896770477295,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.27094149589538574,0.05308283865451813,0.014883095398545265,2.9089696407318115,0.46100369095802307,0.15843477845191956,10.158626556396484,0.8776548504829407,0.7233436703681946,42,64,13.878620147705078,24,47,0.4000000059604645,1.0,65.0,0.4000000059604645
4,1.005132794380188,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.13160744309425354,0.018158450722694397,0.007048955652862787,0.2775248885154724,0.0221233069896698,0.014848831109702587,0.3664020895957947,0.02753472328186035,0.025984568521380424,18,57,0.8176224231719971,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.14365915954113007,0.030979018658399582,0.00796638336032629,1.1989145278930664,0.20900733768939972,0.0660676658153534,7.4331207275390625,0.7488824129104614,0.5289779901504517,47,64,9.04184627532959,28,53,0.20000000298023224,1.0,65.0,0.20000000298023224
5,1.0021272897720337,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.3709464967250824,0.03657218813896179,0.01943247951567173,0.392294317483902,0.03257650136947632,0.021152246743440628,0.3504416346549988,0.028562545776367188,0.025041913613677025,14,27,1.1790430545806885,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.41594383120536804,0.06713326275348663,0.022484472021460533,4.763526439666748,0.6096495389938354,0.2550649046897888,11.47567081451416,0.9342440366744995,0.8177444338798523,38,64,17.350967407226562,22,42,0.6000000238418579,1.0,65.0,0.6000000238418579
6,0.9987980127334595,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.3000582158565521,0.03114163875579834,0.015796074643731117,0.35982513427734375,0.030390143394470215,0.019465576857328415,0.3634606599807739,0.028569459915161133,0.02593587152659893,14,29,1.0856040716171265,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.3428536653518677,0.055077940225601196,0.018528582528233528,3.9635009765625,0.5704992413520813,0.21385380625724792,10.668457984924316,0.8885160088539124,0.760866105556488,40,64,15.617317199707031,22,44,-0.4000000059604645,-1.0,65.0,0.4000000059604645
7,1.0041040182113647,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.42659395933151245,0.03878563642501831,0.02216292917728424,0.4009191393852234,0.029502272605895996,0.021464601159095764,0.34533095359802246,0.028244733810424805,0.0246721263974905,13,26,1.2346296310424805,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.4637332558631897,0.06105152145028114,0.024628734216094017,6.11647367477417,0.7090544104576111,0.3247561752796173,11.89400863647461,0.9431800842285156,0.8487545847892761,37,64,19.248363494873047,20,40,-0.800000011920929,-1.0,65.0,0.800000011920929
8,1.006256341934204,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.44852855801582336,0.04093244671821594,0.023283572867512703,0.41070419549942017,0.02981400489807129,0.02196112647652626,0.3453816771507263,0.028311491012573242,0.024677960202097893,13,26,1.267056941986084,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.4778471291065216,0.06182226166129112,0.02531326748430729,6.433955192565918,0.726692795753479,0.341002494096756,12.056619644165039,0.9510480165481567,0.860413134098053,36,64,19.757923126220703,20,39,-0.800000011920929,-1.0,65.0,0.800000011920929
9,0.9984638690948486,0.002362938364967704,0.0005254448624327779,0.00026256608543917537,0.2361418604850769,0.029172837734222412,0.012551036663353443,0.34774965047836304,0.029587745666503906,0.01881895400583744,0.3674779236316681,0.028298139572143555,0.026205427944660187,16,30,1.0115611553192139,0.0007939239731058478,0.0002840029774233699,9.359254909213632e-05,0.24805167317390442,0.05090215057134628,0.013684088364243507,2.691930055618286,0.43757009506225586,0.14695176482200623,9.928901672363281,0.8672233819961548,0.7069205641746521,42,64,13.383849143981934,24,48,0.4000000059604645,1.0,65.0,0.4000000059604645
